id,surface,nombre_des_chambres,nombre_des_salles_de_bains,haut_standing,terrasse,balcon,etage,parking,ascenseur,jardin,vue_panoramique,climatiseur,chauffage_central,piscine,prix,categorie,latitude,longitude,gouvernorat,delegation
1,550,6,2,False,False,False,0,False,False,True,False,False,False,False,1670000,maison,36.8267841,10.1939122,cité el khadra,cité jardins
2,386,6,3,False,True,False,0,False,False,False,False,True,True,True,950000,maison,36.8133756,10.2930588,la goulette,la goulette
3,423,6,1,False,True,False,0,False,False,True,False,True,True,False,1280000,maison,36.8683104,10.3206273,la marsa,cité les pins
4,150,4,3,False,True,False,0,False,False,False,True,False,False,True,650000,maison,33.7652032,11.0173648,aghir,Non spécifié
5,400,4,3,False,False,True,0,False,False,True,True,True,True,True,1050000,maison,36.4012665,10.5572827,hammamet,hammamet
6,350,5,4,False,False,False,0,False,False,True,False,True,True,True,1200000,maison,36.4356376,10.6322692,hammamet,hammamet nord
7,216,3,2,False,False,False,0,False,False,True,False,True,True,True,750000,maison,36.4012665,10.5572827,hammamet,hammamet
8,292,3,3,False,True,False,0,True,False,True,False,True,True,False,1380000,maison,36.8547834,10.2985614,le kram,les jardins de carthage
9,200,4,2,False,False,False,0,True,False,True,False,False,True,True,985000,maison,36.8852466,10.2438059,la soukra,chotrana 2
10,2400,4,1,False,False,False,0,True,False,True,False,True,False,True,2300000,maison,36.4012665,10.5572827,hammamet,hammamet
11,145,6,1,False,True,False,0,False,False,False,True,False,False,False,275000,maison,35.8419792,10.6249068,sousse corniche,Non spécifié
12,140,2,2,False,True,False,0,False,False,False,True,True,True,False,830000,maison,36.9051527,10.2982512,la marsa,gammarth
13,280,4,3,False,True,False,0,False,False,True,False,True,True,False,1750000,maison,36.8917433,10.3116247,la marsa,gammarth supérieur
14,538,3,2,False,True,False,0,False,False,True,False,True,True,False,1900000,maison,36.8539076,10.321998,carthage,carthage
15,500,5,2,False,True,True,0,False,False,True,False,False,False,False,4500000,maison,36.8539076,10.321998,carthage,carthage
16,160,3,2,False,True,False,0,False,False,False,False,False,False,False,380000,maison,35.851517017,10.58911496,hammam sousse ghrabi,Non spécifié
17,137,5,3,False,True,True,0,False,False,True,False,True,False,True,580000,maison,33.824557,11.0069239,midoun,midoune
18,858,4,2,False,True,False,0,False,False,True,False,False,False,False,750000,maison,35.8137916,10.5208721,sousse ville,sousse ville
19,764,8,6,False,False,False,0,False,False,True,False,True,True,False,980000,maison,36.8811985,10.211819,la soukra,chotrana 3
20,90,3,1,False,True,False,0,False,False,False,False,False,False,False,180000,maison,36.7983006,10.1689312,la medina,Non spécifié
21,160,4,2,False,True,False,0,False,False,False,True,False,False,False,1200000,maison,36.4012665,10.5572827,hammamet,hammamet
22,342,4,1,False,False,False,0,False,False,True,False,True,True,True,1050000,maison,36.4396312,10.6844671,nabeul,cité el wafa
23,250,4,2,False,True,False,0,False,False,True,False,False,False,False,880000,maison,36.8873334,10.315339,la marsa,la marsa
24,300,4,3,False,True,False,0,False,False,True,True,False,False,True,470000,maison,36.0317203,10.5064796,hergla,Non spécifié
25,4249,3,1,False,False,False,0,False,False,False,True,True,False,False,800000,maison,37.0345742,9.9599024,utique,Non spécifié
26,380,6,3,False,True,True,0,False,False,False,False,False,False,False,1650000,maison,36.8453935,10.1829741,el menzah,el menzah 1
27,366,5,5,False,True,False,0,False,False,True,False,True,True,False,990000,maison,36.8585478,10.1682756,ariana ville,cité ennasr 1
28,378,4,2,False,True,False,0,False,False,True,False,True,True,False,1180000,maison,35.8913101,10.5852113,hammam sousse,el kantaoui
29,200,4,2,False,False,False,0,False,False,True,False,False,False,False,550000,maison,36.8113307,10.0947037,la manouba,la manouba
30,420,5,1,False,False,False,0,False,False,False,False,False,False,True,1250000,maison,36.8790882,10.327678,la marsa,ain zaghouan nord
31,250,3,2,False,True,True,0,False,False,True,False,True,True,True,850000,maison,36.4012665,10.5572827,hammamet,hammamet
32,160,7,2,False,True,False,0,False,False,False,False,False,False,False,450000,maison,37.2146189,10.1245603,ras jebel,Non spécifié
33,110,1,1,False,True,False,0,False,False,False,False,False,False,False,88000,maison,37.0498089,11.0116492,el haouaria,Non spécifié
34,425,6,3,False,True,False,0,False,False,True,False,False,False,False,1400000,maison,36.8215855,10.1778355,el menzah,tunis belvedere
35,166,3,2,False,True,True,0,True,True,False,False,True,True,False,665000,maison,36.7703354,10.2315885,mégrine,megrine coteau
36,5523,5,3,False,True,True,0,False,False,True,True,False,False,False,580000,maison,33.8408603,10.7514478,houmt souk,sidi jmour
37,280,3,2,False,True,False,0,False,False,True,False,False,True,False,470000,maison,36.4012665,10.5572827,hammamet,hammamet
38,574,5,2,False,True,False,0,False,False,True,True,False,False,False,1200000,maison,36.5728862,10.857624,korba,Non spécifié
39,300,4,4,False,True,False,0,False,True,True,False,True,True,True,1400000,maison,36.8865322,10.3011415,la marsa,cité el khalil
40,120,3,1,False,True,False,0,False,False,True,False,True,False,False,220000,maison,36.8134113,10.1321911,le bardo,le bardo
41,140,3,1,False,False,False,0,False,False,False,False,True,True,False,900000,maison,36.9051527,10.2982512,la marsa,gammarth
42,160,3,2,False,False,False,0,False,False,False,False,False,False,False,180000,maison,35.8749788,10.5935183,hammam sousse,hammam sousse
43,140,2,1,False,True,False,0,False,False,False,False,False,False,False,330000,maison,36.4356376,10.6322692,hammamet,hammamet nord
44,254,4,2,False,True,False,0,False,False,False,False,False,False,False,185000,maison,36.0317203,10.5064796,hergla,Non spécifié
45,200,4,2,False,True,True,0,False,False,False,False,False,False,False,260000,maison,36.0317203,10.5064796,hergla,Non spécifié
46,240,3,2,False,True,False,0,False,False,False,True,False,False,False,350000,maison,36.4852322,10.8084092,beni khiar,el maamoura
47,300,6,4,False,True,False,0,False,False,False,False,False,False,False,630000,maison,36.8479991,10.2943555,le kram,le kram
48,110,2,1,False,True,True,0,False,False,False,False,False,False,False,179000,maison,36.832848,10.0390891,oued ellil,oued ellil
49,250,6,2,False,False,False,0,False,False,False,False,False,False,False,250000,maison,36.3994751,10.1446349,zaghouan,Non spécifié
50,180,3,2,False,True,True,0,False,False,False,False,True,True,False,350000,maison,35.8503382,10.6077643,sousse jaouhara,Non spécifié
51,219,4,1,False,False,False,0,False,False,False,False,False,False,True,720000,maison,36.4396312,10.6844671,nabeul,cité el wafa
52,360,3,2,False,True,False,0,False,False,True,True,True,True,False,900000,maison,35.9167608,10.5729473,tantana,Non spécifié
53,140,4,2,False,True,False,0,False,False,True,False,True,True,False,850000,maison,36.8873334,10.315339,la marsa,la marsa
54,200,4,3,False,True,False,0,False,False,False,True,False,False,False,2500000,maison,36.8873334,10.315339,la marsa,la marsa
55,764,8,6,False,True,False,0,False,False,True,False,True,True,False,980000,maison,36.8811985,10.211819,la soukra,chotrana 3
56,260,4,2,False,True,False,0,False,False,True,False,True,True,True,685000,maison,36.4356376,10.6322692,hammamet,hammamet nord
57,200,2,3,False,True,True,0,False,False,True,False,True,True,True,410000,maison,36.4356376,10.6322692,hammamet,hammamet nord
58,150,3,1,False,True,False,0,False,False,True,False,False,False,False,430000,maison,36.8456561,11.0935701,kélibia,Non spécifié
59,245,3,1,False,True,False,0,False,False,True,True,True,True,True,635000,maison,36.4693627,10.7809776,beni khiar,beni khiar
60,300,2,1,False,False,False,0,False,False,False,False,False,False,True,540000,maison,36.4012665,10.5572827,hammamet,hammamet
61,220,4,3,False,True,False,0,False,False,True,False,True,True,True,1000000,maison,36.405222,10.5681321,hammamet,hammamet sud
62,94,2,1,False,False,False,0,False,False,False,False,False,False,False,110000,maison,36.4512897,10.7355915,nabeul,nabeul
63,600,5,4,False,True,False,0,False,False,True,True,True,True,True,2500000,maison,36.8852466,10.2438059,la soukra,chotrana 2
64,262,3,3,False,True,False,0,False,False,False,False,True,True,False,550000,maison,35.868456,10.4532999,kalâa kebira,Non spécifié
65,380,8,4,False,True,False,0,False,False,False,False,False,False,False,600000,maison,35.8657303,10.5678382,akouda,akouda
66,490,9,3,False,False,False,0,False,False,False,False,False,False,False,590000,maison,37.2146189,10.1245603,ras jebel,Non spécifié
67,5500,3,1,False,False,False,0,True,False,False,True,True,True,True,1300000,maison,36.4512897,10.7355915,nabeul,nabeul
68,600,7,3,False,True,True,0,False,False,True,False,True,True,False,1050000,maison,36.8882285,10.3042439,la marsa,cité rmila 1
69,155,3,2,False,False,False,0,False,False,False,False,True,True,False,350000,maison,35.8419792,10.6249068,sousse corniche,Non spécifié
70,160,4,2,False,True,False,0,False,False,False,True,True,False,False,290000,maison,35.8419792,10.6249068,sousse corniche,Non spécifié
71,100,2,1,False,True,False,0,False,False,False,False,False,False,False,280000,maison,36.7778997,10.1169402,sidi hassine,sidi hassine
72,500,8,2,False,True,True,0,False,False,True,True,True,True,False,490000,maison,36.8587351,10.188232,ariana ville,ariana
73,270,4,3,False,True,False,0,False,False,True,True,False,False,True,900000,maison,33.7735976,10.8861888,djerba,djerba
74,780,4,1,False,False,False,0,False,False,True,False,True,True,False,880000,maison,35.8241499,10.5610794,kalâa sghira,Non spécifié
75,151,4,1,False,True,True,0,True,False,False,False,True,True,False,770000,maison,35.8749788,10.5935183,hammam sousse,cité de la plage
76,220,3,1,False,False,False,0,False,False,True,False,False,False,False,650000,maison,36.8826682,10.3080504,la marsa,cité erriadh
77,123,2,1,False,True,False,0,False,False,False,False,False,False,False,270000,maison,35.8473584,10.5796445,sahloul,Non spécifié
78,400,9,8,False,True,False,0,False,False,True,False,True,True,False,1400000,maison,36.8479251,10.2611996,la marsa,aouina
79,226,3,2,False,True,False,0,False,False,True,True,True,True,False,830000,maison,36.8811985,10.211819,la soukra,chotrana 1
80,3600,2,1,False,True,False,0,False,False,True,False,False,False,True,570000,maison,35.9702281,10.4252468,sidi bou ali sousse,Non spécifié
81,1012,3,1,False,True,False,0,False,False,True,True,True,False,True,1100000,maison,36.4012665,10.5572827,hammamet,hammamet
82,350,3,2,False,True,True,0,False,False,True,False,True,True,False,850000,maison,36.8010998,10.1095729,la manouba,denden
83,450,4,1,False,True,True,0,False,False,True,True,False,False,False,2700000,maison,36.8539076,10.321998,carthage,carthage
84,220,3,1,False,False,False,0,False,False,False,False,False,False,False,2700000,maison,36.8668692,10.3495656,carthage,sidi bousaid
85,1500,1,1,False,True,True,0,True,False,False,False,False,False,False,1950000,maison,36.8399448,10.1772314,el menzah,el menzah 4
86,680,3,2,False,True,False,0,False,False,True,False,False,False,True,600000,maison,33.824557,11.0069239,midoun,midoune
87,412,3,3,False,True,False,0,False,False,True,False,False,False,True,700000,maison,36.8585478,10.1682756,ariana ville,cité ennasr 1
88,150,3,2,False,True,False,0,False,False,True,False,False,False,True,680000,maison,36.8817704,10.1754349,raoued,cité el ghazela
89,340,4,3,False,True,False,0,True,False,False,False,False,False,True,1137000,maison,36.8749751,10.2454267,la soukra,la soukra
90,245,3,2,False,True,False,0,False,False,True,True,True,True,True,790000,maison,36.8749751,10.2454267,la soukra,la soukra
91,207,3,3,False,False,False,0,False,False,False,False,True,True,False,540000,maison,36.8479251,10.2611996,la marsa,aouina
92,250,3,3,False,True,False,0,False,False,True,True,True,True,True,1500000,maison,36.8873334,10.315339,la marsa,la marsa
93,235,7,3,False,True,False,0,False,False,True,False,True,True,False,850000,maison,36.8810811,10.2892425,la marsa,bhar lazreg
94,117,3,1,False,True,False,0,False,False,True,True,False,False,False,240000000,maison,36.8479991,10.2943555,le kram,le kram
95,156,3,1,False,False,False,0,False,False,True,False,True,False,False,150000,maison,36.8456561,11.0935701,kélibia,Non spécifié
96,187,3,1,False,True,True,0,False,False,False,False,True,True,False,620000,maison,36.8873334,10.315339,la marsa,la marsa
97,110,3,1,False,False,False,0,False,False,False,False,False,False,False,125000,maison,37.2146189,10.1245603,ras jebel,Non spécifié
98,543,5,1,False,True,False,0,False,False,True,True,True,True,False,2050000,maison,36.8917433,10.3116247,la marsa,gammarth supérieur
99,466,5,2,False,True,False,0,False,False,False,False,False,True,False,700000,maison,36.8606537,10.2087006,la soukra,borj louzir
100,314,5,1,False,False,False,0,False,False,True,False,False,False,True,1870000,maison,36.8749751,10.2454267,la soukra,la soukra
101,190,4,3,False,True,False,0,True,True,True,False,True,True,True,850000,maison,36.8811985,10.211819,la soukra,chotrana 1
102,180,2,1,False,True,False,0,False,False,True,False,True,True,False,710000,maison,36.4512897,10.7355915,nabeul,nabeul
103,0,0,1,False,False,False,0,False,False,False,False,False,False,False,3300000,maison,36.8790882,10.327678,la marsa,Non spécifié
104,160,5,1,False,False,False,0,False,True,True,True,False,False,True,920000,maison,36.9037885,10.3002833,la marsa,gammarth village
105,400,4,2,False,True,False,0,False,False,True,True,True,True,False,900000,maison,36.4356376,10.6322692,hammamet,hammamet nord
106,1400,5,1,False,False,False,0,False,False,True,False,False,False,True,14000,maison,36.9051527,10.2982512,la marsa,gammarth
107,1250,4,4,False,True,False,0,False,False,True,True,False,False,True,1700000,maison,36.8749751,10.2454267,la soukra,la soukra
108,170,2,1,False,True,False,0,False,False,True,False,False,False,False,155000,maison,36.712968,9.8830314,borj el amri,borj el amri
109,420,4,1,False,True,False,0,False,False,True,False,False,False,False,1700000,maison,36.4012665,10.5572827,hammamet,hammamet
110,1400,3,1,False,False,False,0,False,False,True,False,False,False,False,230000,maison,36.8456561,11.0935701,kélibia,Non spécifié
111,107,2,1,False,True,False,0,False,False,False,False,False,False,False,250000,maison,36.9335323,11.0681213,hammam ghezèze,Non spécifié
112,280,5,3,False,True,False,0,False,False,False,True,False,False,False,880000,maison,36.8718129,10.3373437,carthage,amilcar
113,1002,9,1,False,False,False,0,True,True,True,False,False,False,True,6500000,maison,35.8913101,10.5852113,hammam sousse,el kantaoui
114,200,2,2,False,False,False,0,False,False,False,False,False,False,False,390000,maison,37.2146189,10.1245603,ras jebel,Non spécifié
115,580,5,1,False,True,False,0,False,False,False,False,True,True,False,890000,maison,36.4693627,10.7809776,beni khiar,beni khiar
116,130,4,2,False,True,True,0,False,False,False,False,False,True,False,420000,maison,36.8568947,10.1725737,ariana ville,el menzah 8
117,228,3,2,False,True,False,0,False,False,False,False,False,False,False,750000,maison,36.8477637,10.1755886,ariana ville,el menzah 5
118,340,6,4,False,True,False,0,False,False,False,True,True,True,False,550000,maison,36.8533475,10.1169734,mnihla,mnihla
119,125,3,1,False,False,False,0,False,False,False,False,False,False,False,375000,maison,33.8764889,10.8562343,houmt souk,houmt souk
120,800,3,2,False,False,False,0,False,False,True,False,False,True,False,2300000,maison,36.8873334,10.315339,la marsa,la marsa
121,155,3,4,False,True,False,0,False,False,True,True,True,True,True,1580000,maison,36.8917433,10.3116247,la marsa,gammarth supérieur
122,180,3,2,False,False,False,0,False,False,False,False,True,True,False,340000,maison,36.8873334,10.315339,la marsa,la marsa
123,243,3,2,False,True,False,0,True,False,False,False,True,True,False,1380000,maison,36.8790882,10.327678,la marsa,les berges du lac 2
124,200,3,1,False,True,False,0,False,False,True,False,False,False,False,80000,maison,36.8456561,11.0935701,kélibia,Non spécifié
125,263,4,2,False,True,True,0,True,False,False,True,True,True,False,900000,maison,36.8599292,10.1531585,ariana ville,cité ennasr 2
126,335,6,3,False,False,False,0,False,False,True,False,False,False,True,1870000,maison,36.8479251,10.2611996,la marsa,aouina
127,270,5,1,False,True,False,0,False,True,True,False,False,False,True,920000,maison,36.9051527,10.2982512,la marsa,gammarth
128,350,5,1,False,False,False,0,False,False,False,False,True,True,False,750000,maison,36.8873334,10.315339,la marsa,la marsa
129,1200,6,1,False,False,False,0,False,False,True,False,False,False,True,3900000,maison,36.8873334,10.315339,la marsa,la marsa
130,530,7,5,False,True,False,0,False,False,True,False,False,True,False,950000,maison,35.8473584,10.5796445,sahloul,Non spécifié
131,190,4,2,False,False,False,0,False,False,True,False,False,False,False,440000,maison,34.7968584,10.8490147,sakiet eddaier,sidi mansour
132,90,2,1,False,True,True,0,False,False,False,False,False,False,False,260000,maison,35.8503382,10.6077643,sousse jaouhara,Non spécifié
133,250,2,1,False,False,False,0,False,False,True,False,False,False,False,270000,maison,36.8456561,11.0935701,kélibia,Non spécifié
134,600,8,3,False,True,False,0,False,False,True,True,False,False,False,1800000,maison,36.8456561,11.0935701,kélibia,Non spécifié
135,271,3,2,False,True,False,0,False,False,True,False,False,False,False,350000,maison,36.8456561,11.0935701,kélibia,Non spécifié
136,349,3,1,False,True,False,0,False,False,True,False,False,False,True,1250000,maison,36.4012665,10.5572827,hammamet,hammamet
137,92,2,1,False,False,False,0,True,False,False,False,True,True,False,275000,maison,36.8479251,10.2611996,la marsa,aouina
138,250,4,2,False,False,False,0,False,False,False,False,True,True,False,570000,maison,36.4012665,10.5572827,hammamet,hammamet
139,200,4,1,False,True,False,0,False,False,False,False,False,False,False,320000,maison,36.4512897,10.7355915,nabeul,nabeul
140,250,3,1,False,False,False,0,False,False,False,False,False,False,False,340000,maison,36.4512897,10.7355915,nabeul,nabeul
141,350,3,1,False,True,False,0,False,False,False,False,False,True,False,850000,maison,36.4396312,10.6844671,nabeul,cité el wafa
142,125,2,3,False,True,False,0,False,False,True,False,False,False,False,320000,maison,33.8764889,10.8562343,houmt souk,houmt souk
143,200,3,1,False,False,False,0,True,False,True,False,True,True,False,1250000,maison,36.8790882,10.327678,la marsa,les berges du lac 1
144,550,4,2,False,True,False,0,False,False,True,False,True,True,True,3500000,maison,36.8790882,10.327678,la marsa,les berges du lac 2
145,850,4,2,False,True,False,0,False,False,True,False,False,False,False,580000,maison,36.8811985,10.211819,la soukra,chotrana 1
146,410,8,4,False,True,True,0,False,False,False,False,False,False,False,1100000,maison,36.8810811,10.2892425,la marsa,bhar lazreg
147,260,4,5,False,True,False,0,False,False,True,False,True,True,True,1250000,maison,36.8749751,10.2454267,la soukra,la soukra
148,370,3,2,False,True,False,0,True,False,True,True,False,False,True,1100000,maison,35.8473584,10.5796445,sahloul,Non spécifié
149,324,6,4,False,False,False,0,False,False,False,False,True,True,True,700000,maison,36.7516855,10.2245072,ben arous,ben arous
150,270,3,3,False,True,False,0,False,False,False,False,False,True,False,570000,maison,36.4012665,10.5572827,hammamet,hammamet
151,152,7,4,False,False,False,0,False,False,False,False,False,False,False,790000,maison,36.8479251,10.2611996,la marsa,aouina
152,110,3,2,False,True,False,0,False,False,True,False,True,True,False,330000,maison,36.4012665,10.5572827,hammamet,hammamet
153,350,8,2,False,True,False,0,True,False,False,False,False,False,False,960000,maison,36.8811985,10.211819,la soukra,chotrana 1
154,860,4,4,False,True,False,0,True,False,True,False,True,True,True,2700000,maison,36.8541206,10.1626718,ariana ville,el menzah 7
155,550,4,2,False,True,False,0,False,False,True,False,False,False,True,1800000,maison,36.8718129,10.3373437,carthage,amilcar
156,180,3,3,False,True,True,0,False,False,True,False,True,True,True,760000,maison,36.4512897,10.7355915,nabeul,nabeul
157,250,5,2,False,True,True,0,False,False,False,False,False,False,False,500000,maison,37.2720905,9.8708565,bizerte,Non spécifié
158,95,2,1,False,True,False,0,False,False,True,False,False,False,False,480000,maison,37.2720905,9.8708565,bizerte,Non spécifié
159,92,3,1,False,False,False,0,False,False,False,False,False,False,False,220000,maison,37.2720905,9.8708565,bizerte nord,bizerte
160,240,2,2,False,True,False,0,False,False,True,True,False,False,False,600000,maison,37.2720905,9.8708565,bizerte,Non spécifié
161,224,4,2,False,True,False,0,False,False,True,True,False,False,True,160000,maison,37.2720905,9.8708565,bizerte,Non spécifié
162,750,15,4,False,True,False,0,False,False,False,False,False,False,False,750000,maison,36.7516855,10.2245072,ben arous,ben arous
163,130,3,2,False,True,False,0,False,False,True,False,False,False,False,320000,maison,33.7735976,10.8861888,djerba,djerba
164,1000,5,3,False,False,False,0,False,False,False,True,False,False,False,1500000,maison,35.8137916,10.5208721,sousse ville,sousse ville
165,300,3,1,False,False,False,0,False,False,True,False,True,True,True,1300000,maison,36.9051527,10.2982512,la marsa,gammarth
166,174,5,2,False,True,False,0,False,False,False,False,True,False,False,380000,maison,35.5760755,10.158929,kairouan sud,Non spécifié
167,520,4,3,False,False,False,0,False,False,True,False,False,False,True,360000,maison,34.7463924,10.7413956,sfax ville,route el ain
168,140,5,2,False,True,False,0,False,False,True,False,False,False,False,390000,maison,36.8008217,10.199351,tunis,bab bhar
169,220,4,2,False,True,False,0,False,False,False,True,False,False,False,330000,maison,36.4012665,10.5572827,hammamet,hammamet
170,250,4,2,False,False,False,0,False,False,True,False,False,False,False,190000,maison,36.6987224,10.1693582,fouchana,cité ezzitoun 1
171,90,3,2,False,False,False,0,False,False,False,False,False,False,False,196000,maison,36.7271754,10.2096871,el mourouj,el mourouj 3
172,138,4,3,False,True,False,0,True,False,False,False,True,True,True,495000,maison,36.9051527,10.2982512,la marsa,gammarth
173,220,8,2,False,True,False,0,False,False,False,False,False,True,False,350000,maison,36.8134113,10.1321911,le bardo,le bardo
174,91,4,1,False,False,False,0,False,False,False,False,False,False,False,145000,maison,33.8439408,9.400138,tunis,bab el akoues
175,310,7,4,False,True,True,0,False,False,False,False,False,False,False,350000,maison,36.7778997,10.1169402,sidi hassine,sidi hassine
176,600,11,5,False,True,False,0,False,False,False,False,False,False,False,850000,maison,36.8134113,10.1321911,le bardo,le bardo
177,125,3,1,False,True,False,0,False,False,False,False,False,False,False,420000,maison,36.8817704,10.1754349,raoued,cité el ghazela
178,550,7,4,False,True,False,0,False,False,False,False,True,False,False,885000,maison,36.8456561,11.0935701,kélibia,Non spécifié
179,500,4,2,False,False,False,0,False,False,False,False,False,False,False,390000,maison,36.405222,10.5681321,hammamet,hammamet sud
180,200,4,2,False,True,False,0,False,False,True,False,False,False,False,320000,maison,32.9819987,11.2870254,medenine,Non spécifié
181,200,6,2,False,True,True,0,False,False,False,False,True,True,False,720000,maison,36.8399448,10.1772314,el menzah,el menzah 4
182,154,5,2,False,True,True,0,False,False,False,False,False,False,False,320000,maison,37.2720905,9.8708565,bizerte nord,bizerte
183,170,3,1,False,True,False,0,False,False,True,True,False,False,False,310000,maison,37.2720905,9.8708565,bizerte,Non spécifié
184,341,7,2,False,True,True,0,False,False,False,False,False,False,False,600000,maison,37.2720905,9.8708565,bizerte,Non spécifié
185,184,4,3,False,True,False,0,False,False,False,False,True,True,False,370000,maison,36.8749751,10.2454267,la soukra,la soukra
186,420,4,1,False,False,False,0,False,False,True,False,True,True,False,625000,maison,36.8817704,10.1754349,raoued,cité el ghazela
187,140,2,2,False,True,False,0,False,False,True,False,False,False,False,540000,maison,36.0317203,10.5064796,hergla,Non spécifié
188,140,2,2,False,True,False,0,False,False,False,True,False,True,False,940000,maison,36.0317203,10.5064796,hergla,Non spécifié
189,220,3,3,False,True,False,0,False,False,False,False,False,True,False,440000,maison,36.8484562,10.1634244,ariana ville,el menzah 6
190,140,4,1,False,False,False,0,False,False,False,False,False,False,False,130000000,maison,36.1341194,10.3779916,enfidha,Non spécifié
191,90,2,1,False,True,False,0,False,False,False,False,False,False,False,180000,maison,36.405222,10.5681321,hammamet,hammamet sud
192,235,4,2,False,True,False,0,False,False,True,False,True,False,False,255000,maison,35.868456,10.4532999,kalâa kebira,Non spécifié
193,225,3,2,False,False,False,0,False,False,True,False,False,False,False,270000,maison,36.8456561,11.0935701,kélibia,Non spécifié
194,440,5,2,False,False,False,0,False,False,True,False,False,False,False,1350000,maison,36.8873334,10.315339,la marsa,la marsa
195,150,3,2,False,True,True,0,False,False,False,False,False,False,False,350000,maison,36.84177,10.1301259,el omrane superieur,el omrane supérieur
196,220,3,1,False,False,False,0,False,False,False,False,False,False,False,960000,maison,36.8477637,10.1755886,ariana ville,el menzah 5
197,250,4,1,False,False,False,0,False,False,False,False,False,False,False,2300000,maison,36.843975,10.1539353,el menzah,el manar 3
198,268,3,3,False,True,False,0,False,True,True,False,True,True,False,1050000,maison,36.8637363,10.3075097,la marsa,sidi daoued
199,140,4,1,False,False,False,0,False,False,True,False,False,True,True,430000,maison,35.8657303,10.5678382,akouda,akouda
200,450,7,3,False,True,False,0,False,False,True,False,True,True,False,680000,maison,36.8134113,10.1321911,le bardo,le bardo
201,316,2,1,False,False,False,0,False,False,True,False,False,False,True,340000,maison,33.824557,11.0069239,midoun,midoune
202,0,3,1,False,False,False,0,False,False,True,False,False,False,True,650000,maison,36.4356376,10.6322692,hammamet,hammamet nord
203,104,3,1,False,True,True,0,False,False,False,False,True,False,False,330000,maison,36.4012665,10.5572827,hammamet,hammamet
204,385,3,1,False,True,False,0,False,False,False,False,False,True,False,690000,maison,36.4012665,10.5572827,hammamet,hammamet
205,0,6,1,False,False,False,0,False,False,True,False,False,False,False,1500000,maison,36.4012665,10.5572827,hammamet,hammamet
206,1250,5,2,False,True,False,0,False,False,True,False,True,True,False,1100000,maison,36.8545279,10.2079247,la soukra,charguia 1
207,180,2,2,False,True,True,0,False,False,False,False,False,False,False,260000,maison,37.2720905,9.8708565,bizerte,Non spécifié
208,85,3,1,False,True,True,0,False,False,False,False,False,False,False,135000,maison,37.2720905,9.8708565,bizerte nord,bizerte
209,150,4,2,False,True,False,0,False,False,True,False,False,False,False,550000,maison,37.2720905,9.8708565,bizerte,Non spécifié
210,420,3,2,False,True,False,0,False,False,False,True,False,False,False,300000,maison,37.2720905,9.8708565,bizerte,Non spécifié
211,280,2,1,False,False,False,0,False,False,True,False,False,False,False,100000,maison,36.8456561,11.0935701,kélibia,Non spécifié
212,200,3,1,False,False,False,0,False,False,True,False,False,False,False,120000,maison,34.40189,8.769023,gafsa ville,Non spécifié
213,160,3,1,False,True,False,0,False,False,True,False,False,True,False,620000,maison,36.4666209,10.7478479,dar châabane,Non spécifié
214,200,3,1,False,False,False,0,False,False,True,False,False,False,True,1580000,maison,36.8873334,10.315339,la marsa,la marsa
215,476,2,1,False,True,False,0,True,False,True,True,True,True,False,1650000,maison,36.8547834,10.2985614,le kram,les jardins de carthage
216,400,4,3,False,True,False,0,True,False,True,False,False,False,False,900000,maison,36.9535973,10.1891941,raoued,cité ennour jaafar
217,1060,1,1,False,False,False,0,False,False,False,False,False,False,False,1600000,maison,35.7707582,10.8280511,monastir ville,monastir ville
218,598,7,3,False,True,True,0,True,False,True,False,False,False,False,1650000,maison,36.8399448,10.1772314,el menzah,el menzah 4
219,150,2,1,False,True,False,0,True,False,True,True,True,True,True,520000,maison,36.4852322,10.8084092,beni khiar,el maamoura
220,150,3,2,False,False,False,0,False,False,False,False,False,False,False,150000,maison,36.8456561,11.0935701,kélibia,Non spécifié
221,257,5,1,False,False,False,0,False,False,False,True,False,False,False,1100000,maison,36.8059497,10.1624584,tunis,bab souika
222,230,3,2,False,False,False,0,False,False,True,False,False,False,False,700000,maison,35.8241499,10.5610794,kalâa sghira,Non spécifié
223,420,3,2,False,True,False,0,False,False,True,False,False,False,False,250000,maison,35.7931335,10.5509389,sousse ville,sousse riadh
224,120,3,2,False,False,False,0,False,False,True,False,True,True,False,300000,maison,36.8810811,10.2892425,la marsa,bhar lazreg
225,400,5,2,False,True,False,0,False,False,False,False,False,False,False,430000,maison,36.790599,10.1783447,tunis,sidi bechir
226,170,3,3,False,True,False,0,False,False,True,False,True,False,True,550000,maison,33.7735976,10.8861888,djerba,djerba
227,480,4,5,False,True,False,0,False,True,True,False,True,True,False,1250000,maison,36.8656931,10.1687265,ariana ville,les jardins d'el menzah 2
228,500,8,8,False,False,True,0,False,True,True,True,False,False,False,8000000,maison,36.8539076,10.321998,carthage,carthage
229,135,3,1,False,True,False,0,False,False,False,False,False,True,False,300000,maison,36.8817704,10.1754349,raoued,cité el ghazela
230,100,4,2,False,False,False,0,False,False,True,False,True,False,False,460000,maison,36.7897886,10.1707683,tunis,montfleury
231,190,3,2,False,False,False,0,False,False,False,False,False,False,False,245000,maison,36.8456561,11.0935701,kélibia,Non spécifié
232,764,6,3,False,True,True,0,False,False,True,False,False,False,False,980000,maison,36.8811985,10.211819,la soukra,chotrana 3
