surface,nombre_chambres,nombre_salle_bain,parking,piscine,vue_panoramique,jardin,climatisation,chauffage,ascenseur,etat,neuf,balcon,terrasse,haut_standing,price,area,url
600,4,2,False,False,False,False,False,False,False,Nouveau,True,False,False,False,330 000 TND,MenzelTemime,https://www.mubawab.tn/fr/a/8231714/garage-commercial-deux-appartements-et-un-d%C3%A9p%C3%B4t
711,3,1,False,False,False,True,False,False,False,Bon état,False,False,True,False,275 000 TND,"RouteElAinà
				SfaxVille",https://www.mubawab.tn/fr/a/8262688/maison-%C3%A0-route-el-ain-km7-5-
250,3,2,False,False,False,False,False,False,False,Nouveau,True,False,False,False,120 000 TND,"Jedaidaà
				Jedaida",https://www.mubawab.tn/fr/a/8067388/maison-et-un-studio-%C3%A0-vendre-%C3%A0-jedaida
150,3,1,False,False,False,False,True,False,False,Nouveau,True,False,True,False,140 000 TND,"Tebourbaà
				Tebourba",https://www.mubawab.tn/fr/a/8057214/maison-s3-%C3%A0-tebourba-150-m%C2%B2-%C3%A0-vendre
100,3,1,False,False,False,False,False,False,False,Nouveau,True,False,False,False,95 000 TND,"Tebourbaà
				Tebourba",https://www.mubawab.tn/fr/a/8087087/maison-s3-%C3%A0-vendre-%C3%A0-tebourba
160,2,1,False,False,False,False,False,False,False,Nouveau,True,False,False,False,155 000 TND,"Tebourbaà
				Tebourba",https://www.mubawab.tn/fr/a/8094489/deux-maisons-ind%C3%A9pendantes-tebourba-%C3%A0-vendre
196,3,1,False,False,False,False,False,False,False,Nouveau,True,False,True,False,115 000 TND,"Tebourbaà
				Tebourba",https://www.mubawab.tn/fr/a/8074675/maison-inachev%C3%A9e-s3-de-196-m%C2%B2-%C3%A0-tebourba
280,7,2,False,False,False,False,False,False,False,Bon état,False,False,False,False,180 000 TND,"Jedaidaà
				Jedaida",https://www.mubawab.tn/fr/a/8111898/%C3%A0-vendre-deux-maisons-sur-210-m%C2%B2-%C3%A0-cit%C3%A9-jdaida
100,2,1,False,False,False,False,False,False,False,Nouveau,True,False,False,False,100 000 TND,"Chaouatà
				Jedaida",https://www.mubawab.tn/fr/a/8107024/maison-s2-%C3%A0-chaouat-jedaida-%C3%A0-vendre
460,2,2,False,False,False,True,False,False,False,Nouveau,True,False,False,False,950 000 TND,"LeBardoà
				LeBardo",https://www.mubawab.tn/fr/a/8103566/maison-3-studios-sur-un-terrain-de-460-m%C2%B2-bardo
119,6,4,False,False,False,False,True,False,False,Bon état,False,False,True,False,370 000 TND,"Tebourbaà
				Tebourba",https://www.mubawab.tn/fr/a/8055958/maison-r2-dans-un-quartier-r%C3%A9sidentiel-%C3%A0-tebourba
143,3,1,False,True,False,True,False,True,False,Bon état,False,False,True,False,1 050 000 TND,"ElMenzah5à
				ArianaVille",https://www.mubawab.tn/fr/a/7959064/maison-de-143m2-sur-un-terrain-de-612m2
280,5,3,False,False,False,False,False,False,False,Bon état,False,False,True,False,880 000 TND,"Amilcarà
				Carthage",https://www.mubawab.tn/fr/a/7982929/immeuble-hamilton-%C3%A0-vendre-%C3%A0-carthage-amilcar
1300,5,3,False,False,False,True,True,True,False,Bon état,False,False,True,False,2 700 000 TND,"SidiFrejà
				LaSoukra",https://www.mubawab.tn/fr/a/8259756/villa-de-maitre-soukra
450,4,2,False,False,False,True,True,True,False,Nouveau,True,False,True,False,1 300 000 TND,"ChottMeriemà
				Akouda",https://www.mubawab.tn/fr/a/8243912/une-villa-%C3%A0-vendre-%C3%A0-chatt-mariam-sousse
240,3,2,False,False,False,True,True,True,False,Nouveau,True,False,True,False,100 000 TND,"TabarkaVilleà
				Tabarka",https://www.mubawab.tn/fr/a/8258943/villa-luxueuse-a-tabarka-ben-nsour
117,7,3,False,False,False,False,False,False,False,Bon état,False,False,True,False,500 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8033999/immeuble-alyce-%C3%A0-vendre-%C3%A0-la-marsa
160,3,2,False,False,False,True,False,False,False,Bon état,False,False,True,False,480 000 TND,"Hammametà
				Hammamet",https://www.mubawab.tn/fr/a/8259585/maison-a-vendre
180,3,3,False,True,False,True,True,True,False,Nouveau,True,False,True,False,760 000 TND,"Nabeulà
				Nabeul",https://www.mubawab.tn/fr/a/8201529/duplex-en-s3-%C3%A0-vendre
168,4,2,False,False,False,True,False,False,False,Bon état,False,False,True,False,490 000 TND,"Hammametà
				Hammamet",https://www.mubawab.tn/fr/a/8259432/jolie-maison-%C3%A0-vendre
250,3,1,False,False,False,True,True,True,False,Nouveau,True,False,True,True,650 000 TND,"ElMenzah5à
				ArianaVille",https://www.mubawab.tn/fr/a/8245996/rez-de-chauss%C3%A9e-d-une-villa-s3-menzah-5
440,8,4,False,False,False,True,False,False,False,Bon état,False,False,True,False,900 000 TND,"ElMourouj3à
				ElMourouj",https://www.mubawab.tn/fr/a/8259367/immeuble-sohm-franiatte-%C3%A0-vendre-%C3%A0-el-mourouj-3
110,2,1,False,False,False,True,False,False,False,Nouveau,True,False,False,False,230 000 TND,Kélibia,https://www.mubawab.tn/fr/a/8258841/r%C3%A9ez-de-chauss%C3%A9-110-m%C2%B2%C3%A0-jinen-el-mansoura-kelibia
190,3,2,False,False,False,True,False,False,False,À rénover,False,False,True,False,1 300 000 TND,"MutuelleVilleà
				ElMenzah",https://www.mubawab.tn/fr/a/8143960/a-vendre-villa-%C3%A0-d%C3%A9molir-387-m%C2%B2-%C3%A0-mutuelle-ville
120,3,1,False,False,False,False,False,True,False,Nouveau,True,False,True,False,555 000 TND,"MegrineJaouharaà
				Mégrine",https://www.mubawab.tn/fr/a/8179152/duplex-%C3%A0-m%C3%A9grine-jawhra
414,3,4,False,True,False,True,True,False,False,À rénover,False,False,True,False,1 200 000 TND,"Djerbaà
				Djerba",https://www.mubawab.tn/fr/a/8142960/maison-d-hote-%C3%A0-vendre-%C3%A0-midoun-djerba
468,4,1,False,False,False,True,False,False,False,À rénover,False,False,False,False,630 000 TND,Hergla,https://www.mubawab.tn/fr/a/8251081/%C3%A0-vendre-%E2%80%93-maison-traditionnelle-s4-%E2%80%93-%C3%A0-hergla
400,4,4,False,True,False,True,True,True,False,Nouveau,True,False,True,False,3 900 000 TND,"Gammarthà
				LaMarsa",https://www.mubawab.tn/fr/a/7933737/a-vendre-une-villa-d-exception-%C3%A0-gammarth
375,5,6,False,True,False,True,True,True,False,Bon état,False,False,True,False,2 900 000 TND,"BouMhelà
				BoumhelBassatine",https://www.mubawab.tn/fr/a/8238011/villa-de-luxe
450,6,3,False,False,False,True,True,True,False,Bon état,False,False,True,False,600 000 TND,"HammametNordà
				Hammamet",https://www.mubawab.tn/fr/a/8212549/%C3%A0-vendre-villa-s6-%C3%A0-hammamet-nord
260,5,3,False,False,False,True,False,True,False,Bon état,False,False,True,False,520 000 TND,"Mnihlaà
				Mnihla",https://www.mubawab.tn/fr/a/8258321/villa-cit%C3%A9-ennacim-mnihla
400,4,2,False,False,False,True,True,True,False,Nouveau,True,False,True,False,1 800 000 TND,"CitéLesPinsà
				LaMarsa",https://www.mubawab.tn/fr/a/8211328/a-vendre-une-villa-s3
764,6,3,False,False,False,True,False,False,False,Nouveau,True,False,True,False,980 000 TND,"Chotrana3à
				LaSoukra",https://www.mubawab.tn/fr/a/8239455/%C3%A0-vendre-une-villa
505,8,4,False,False,False,True,False,True,False,Bon état,False,False,False,False,920 000 TND,"ElOmraneSupérieurà
				ElOmraneSuperieur",https://www.mubawab.tn/fr/a/8243162/villa-de-505m2-terrain-et-450m2-b%C3%A2tit-%C3%A0-france-ville
66,1,1,False,False,False,False,False,False,False,Nouveau,True,False,False,False,257 000 TND,"Hammametà
				Hammamet",https://www.mubawab.tn/fr/a/8256186/a-vendre-appartement-en-s1-de-66m%C2%B2
104,3,1,False,False,False,False,False,False,False,Bon état,False,False,False,False,400 000 TND,"CitéElIzdiharà
				Fouchana",https://www.mubawab.tn/fr/a/8257439/a-vendre-un-immeuble-r2-a-fouchena
380,3,2,False,False,False,True,True,True,True,Bon état,False,False,True,True,740 000 TND,"LaSoukraà
				LaSoukra",https://www.mubawab.tn/fr/a/8254920/duplex-avec-jardin-la-soukra
250,3,2,False,False,False,True,False,False,False,Bon état,False,False,True,False,800 000 TND,"Montfleuryà
				Tunis",https://www.mubawab.tn/fr/a/8257061/villa-%C3%A0-vendre-%C3%A0-montfleury
309,5,Non spécifié,False,True,False,True,False,False,False,Non spécifié,False,False,True,True,1 950 000 TND,"LaSoukraà
				LaSoukra",https://www.mubawab.tn/fr/a/8168234/villa-d-exception-s5-%C3%A0-vendre-%C3%A0-la-soukra
150,3,1,False,False,False,True,False,False,False,Bon état,False,False,True,False,600 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8243453/duplex-luana-%C3%A0-vendre-%C3%A0-cit%C3%A9-ettabak-la-marsa
200,3,3,False,False,False,True,False,False,False,Bon état,False,False,True,False,410 000 TND,"GammarthVillageà
				LaMarsa",https://www.mubawab.tn/fr/a/7781933/duplex-bettina-%C3%A0-vendre-%C3%A0-gammarth-village
480,5,3,False,False,False,False,False,False,False,Bon état,False,False,True,False,1 100 000 TND,"Bellevueà
				ElOuardia",https://www.mubawab.tn/fr/a/7850194/immeuble-lana-%C3%A0-vendre-%C3%A0-bellevue
47,1,1,False,False,False,False,False,False,False,À rénover,False,False,False,False,50 000 TND,DarChâabane,https://www.mubawab.tn/fr/a/8199901/a-vendre-maison-%C3%A0-r%C3%A9nov%C3%A9-%C3%A0-nabeul
105,3,2,False,False,False,False,True,False,False,Bon état,False,False,True,False,220 000 TND,DarChâabane,https://www.mubawab.tn/fr/a/8131128/a-vendre-maison-%C3%A0-deux-niveau-%C3%A0-lido-nabeul
200,2,1,False,False,False,True,False,False,False,À rénover,False,False,True,False,370 000 TND,"Hammametà
				Hammamet",https://www.mubawab.tn/fr/a/8116707/maison-%C3%A0-vendre-au-centre-hammamet
918,6,4,False,False,False,True,False,False,False,À rénover,False,False,False,False,1 800 000 TND,"ElMenzah5à
				ArianaVille",https://www.mubawab.tn/fr/a/8239871/vente-villa-trois-niveaux-carnoy-menzah-5
280,2,1,False,False,False,True,False,False,False,Bon état,False,False,False,False,100 000 TND,Kélibia,https://www.mubawab.tn/fr/a/8256171/maison-style-arabesque-%C3%A0-cit%C3%A9-el-bostene-kelibia
350,5,2,False,False,False,True,True,False,False,Nouveau,True,False,False,True,390 000 TND,MenzelJemil,https://www.mubawab.tn/fr/a/8256383/villa-a-vendre-%C3%A0-manzel-abdrahmen-bizerte
680,7,3,False,False,False,True,True,True,False,Bon état,False,False,False,False,2 200 000 TND,KhezamaOuest,https://www.mubawab.tn/fr/a/8164288/villa-d%E2%80%99exception-%C3%A0-khzema-%C3%A0-vendre
370,3,2,False,True,False,True,False,False,False,Nouveau,True,False,True,False,1 100 000 TND,Sahloul,https://www.mubawab.tn/fr/a/8150669/villa-inachev%C3%A9e-luxe-%C3%A0-vendre-%C3%A0-sahloul-4
200,3,2,False,False,False,False,False,False,False,Nouveau,True,False,True,False,270 000 TND,Bizerte,https://www.mubawab.tn/fr/a/8256255/a-vendre-coquette-maison-%C3%A0-cite-el-hana-bizerte
170,6,2,False,False,False,False,False,False,False,Nouveau,True,False,False,False,470 000 TND,Kélibia,https://www.mubawab.tn/fr/a/8085588/maison-292-m%C2%B2-%C3%A0-cit%C3%A9-el-ksiba-kelibia
110,3,1,False,False,False,True,False,False,False,Bon état,False,False,True,False,378 000 TND,"MosqueErraoudhaà
				LaSoukra",https://www.mubawab.tn/fr/a/8210967/a-vendre-villa-ind%C3%A9pendante-s3-%C3%A0-borj-louzir
180,3,2,False,False,False,False,True,True,False,Bon état,False,False,False,False,340 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8017927/maison-%C3%A0-bhar-lazrak-sur-deux-niveaux
250,7,3,False,False,False,False,False,False,False,Bon état,False,False,True,False,360 000 TND,"LeKramà
				LeKram",https://www.mubawab.tn/fr/a/7926558/maison-sur-3-niveaux-a-le-kram-%C3%A0-5-d%C3%A9cembre
500,4,2,False,True,False,True,True,True,False,Bon état,False,False,False,False,875 000 TND,"LaSoukraà
				LaSoukra",https://www.mubawab.tn/fr/a/8120323/un-duplex-s4-%C3%A0-la-soukra-avec-piscine
593,3,2,False,False,False,True,True,False,False,Nouveau,True,False,False,False,490 000 TND,"HammametSudà
				Hammamet",https://www.mubawab.tn/fr/a/7884502/villa-%C3%A0-vendre-%C3%A0-hammamet-sud
423,6,1,False,False,False,True,True,True,False,Bon état,False,False,True,False,1 400 000 TND,"CitéLesPinsà
				LaMarsa",https://www.mubawab.tn/fr/a/8242601/villa-%C3%A0-vendre-%C3%A0-la-marsa
375,4,2,False,False,False,True,True,True,False,Bon état,False,False,True,False,1 175 000 TND,"CitéBorjElkoukià
				LaMarsa",https://www.mubawab.tn/fr/a/8143178/%C3%A0-vendre-maison-familiale-%C3%A0-el-marsa-cit%C3%A9-ennasser
143,3,1,False,False,False,True,True,True,False,Nouveau,True,False,True,False,360 000 TND,"Bizerteà
				BizerteNord",https://www.mubawab.tn/fr/a/8210796/a-vendre-une-maison-ind%C3%A9pendente-%C3%A0-bizerte
270,3,1,False,True,False,True,True,True,False,Nouveau,True,False,True,False,1 350 000 TND,"LesBergesDuLac1à
				LaMarsa",https://www.mubawab.tn/fr/a/8207128/%C3%A0-vendre-en-exclusivit%C3%A9-%E2%80%93-triplex-avec-piscine
560,6,7,False,True,False,True,True,True,False,Bon état,False,False,True,False,990 000 TND,"Chotrana3à
				LaSoukra",https://www.mubawab.tn/fr/a/8222190/a-vendre-villa-de-764-m%C2%B2-chotrana-3
225,3,2,False,False,False,True,False,False,False,Nouveau,True,False,False,False,300 000 TND,Kélibia,https://www.mubawab.tn/fr/a/8255044/maison-inachev%C3%A9e-2583-m%C2%B2-a-harrouri-kelibia
380,3,1,False,False,False,True,False,False,False,Nouveau,True,False,True,False,520 000 TND,SousseJaouhara,https://www.mubawab.tn/fr/a/8255033/a-vendre-maison-%C3%A0-bouhsina
600,6,2,False,False,False,True,False,False,False,À rénover,False,False,True,False,400 000 TND,LaMedina,https://www.mubawab.tn/fr/a/8208603/%C3%A0-vendre-maison-%C3%A0-montfleury
500,6,2,False,True,False,True,False,False,False,Bon état,False,False,True,False,800 000 TND,"Mornagà
				Mornag",https://www.mubawab.tn/fr/a/8002469/villa-victor-hugo-%C3%A0-vendre-%C3%A0-mornag
782,10,4,False,False,False,True,False,False,False,Bon état,False,False,True,False,850 000 TND,"BabBharà
				Tunis",https://www.mubawab.tn/fr/a/8013501/immeuble-el-yosr-%C3%A0-vendre-%C3%A0-tunis
380,8,4,False,False,False,True,True,False,False,Bon état,False,False,True,False,540 000 TND,"LaManoubaà
				LaManouba",https://www.mubawab.tn/fr/a/8109885/villa-2-%C3%A9tages-manouba
120,3,1,False,False,False,True,False,False,False,Bon état,False,False,True,False,1 400 000 TND,"Carthageà
				Carthage",https://www.mubawab.tn/fr/a/8159918/villa-elizabelle-%C3%A0-vendre-%C3%A0-carthage
270,4,Non spécifié,False,True,False,True,False,False,False,Non spécifié,False,False,True,True,1 600 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8033425/joli-triplex-s4-%C3%A0-gammarth
180,3,2,False,False,False,True,True,True,False,Bon état,False,False,False,True,450 000 TND,KalâaSghira,https://www.mubawab.tn/fr/a/8218818/villa-moderne
168,3,2,False,False,False,False,False,False,False,Bon état,False,False,True,False,370 000 TND,"MonastirVilleà
				MonastirVille",https://www.mubawab.tn/fr/a/8159743/duplex-s3-%C3%A0-cit%C3%A9-el-omran
580,9,3,False,False,False,True,True,True,False,Nouveau,True,False,True,False,1 300 000 TND,"Arianaà
				ArianaVille",https://www.mubawab.tn/fr/a/8163647/villa-%C3%A0-3-%C3%A9tages-ind%C3%A9pendantes-%C3%A0-vendre-%C3%A0-cit%C3%A9-no
375,6,Non spécifié,False,False,False,False,False,False,False,Non spécifié,False,False,False,False,1 850 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8194901/magnifique-villa-s6-%C3%A0-vendre-%C3%A0-gammarth
876,5,3,False,True,False,True,False,True,False,Bon état,False,False,True,False,3 800 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8186804/%C3%A0-vendre-%E2%80%93-superbe-villa-s5-%C3%A0-la-marsa-avec-piscine
144,4,2,False,False,False,False,False,True,False,Bon état,False,False,True,False,360 000 TND,"KsarSaidà
				LeBardo",https://www.mubawab.tn/fr/a/8134108/duplex-s4-ind%C3%A9pendant-%C3%A0-ksar-sa%C3%AFd
150,4,2,False,True,False,True,False,False,False,Bon état,False,False,True,False,3 000 000 TND,"NouvelleMedinaà
				NouvelleMedina",https://www.mubawab.tn/fr/a/8249650/maison-plain-pied-sur-2-500-m%C2%B2-%C3%A0-el-medina-jedida
240,3,2,False,True,False,True,False,False,False,Bon état,False,False,True,False,350 000 TND,"Midouneà
				Midoun",https://www.mubawab.tn/fr/a/8202780/villa-cit%C3%A9-sfaxi
2214,3,2,False,False,False,True,False,False,False,À rénover,False,False,True,False,420 000 TND,"Midouneà
				Midoun",https://www.mubawab.tn/fr/a/8202777/houch-djerbien-avec-terrain
900,3,2,False,True,False,True,True,False,False,Nouveau,True,False,True,False,620 000 TND,Tezdaine,https://www.mubawab.tn/fr/a/8211966/villa-lagouna-%E2%80%93-saguia-tezdaine
257,5,1,False,False,False,False,False,False,False,Bon état,False,False,False,False,1 200 000 TND,"BabSouikaà
				Tunis",https://www.mubawab.tn/fr/a/8230432/a-vendre-une-maison-dans-la-m%C3%A9dina-de-tunis
400,3,2,False,False,False,False,False,False,False,À rénover,False,False,False,False,900 000 TND,"CitéEnnasr1à
				ArianaVille",https://www.mubawab.tn/fr/a/8254298/superbe-maison-%C3%A0-vendre-%C3%A0-cit%C3%A9-ennasr-1-3-chambres
480,3,2,False,False,False,True,False,False,False,À rénover,False,False,False,False,1 150 000 TND,"ElManar2à
				ElMenzah",https://www.mubawab.tn/fr/a/8254295/maison-%C3%A0-la-vente-%C3%A0-menzah-9-a
352,4,3,False,False,False,True,True,True,False,Bon état,False,False,True,False,870 000 TND,"CitéElKhalilà
				LaMarsa",https://www.mubawab.tn/fr/a/7901012/%C3%A0-vendre-un-triplex-s4-%C3%A0-la-marsa
380,3,1,False,False,False,False,False,False,False,Nouveau,True,False,False,False,390 000 TND,"HammamSousseà
				HammamSousse",https://www.mubawab.tn/fr/a/8224307/%C3%A0-vendre-maison-inachev%C3%A9e-%C3%A0-hammam-sousse
398,7,4,False,False,False,False,False,False,False,Bon état,False,False,True,False,500 000 TND,"BejaNordà
				Béja",https://www.mubawab.tn/fr/a/8254200/immeuble-a-vendre-ou-a-louer
238,4,3,False,False,False,True,True,True,False,Bon état,False,False,True,False,850 000 TND,"Chotrana1à
				LaSoukra",https://www.mubawab.tn/fr/a/8254193/a-vendre-duplex-2s4-%C3%A0-chotrana1
170,3,1,False,False,False,False,True,False,False,Bon état,False,False,True,False,450 000 TND,"ElOmraneSupérieurà
				ElOmraneSuperieur",https://www.mubawab.tn/fr/a/8254182/vente-maison-et-1-etage
450,7,3,False,False,False,True,True,True,False,Bon état,False,False,True,False,680 000 TND,"LeBardoà
				LeBardo",https://www.mubawab.tn/fr/a/7942918/a-vendre-villa-s7-%C3%A0-hay-fattouma-le-bardo
430,2,2,False,False,False,False,False,False,False,À rénover,False,False,True,False,380 000 TND,"Akoudaà
				Akouda",https://www.mubawab.tn/fr/a/8171419/%C3%A0-vendre-2-maisons-plain-pied-%C3%A0-akouda
360,7,3,False,False,False,True,False,True,False,Bon état,False,False,True,False,900 000 TND,"Nabeulà
				Nabeul",https://www.mubawab.tn/fr/a/8251988/a-vendre-villa-duplex-s5-%C3%A0-cit%C3%A9-el-riadh-nabeul
250,6,4,False,False,False,False,True,True,True,Nouveau,True,False,True,False,1 650 000 TND,"LesJardinsdeCarthageà
				LeKram",https://www.mubawab.tn/fr/a/8253849/un-duplex-en-s6-aux-jardins-de-carthage
300,3,1,False,True,False,True,False,False,False,Nouveau,True,False,False,True,980 000 TND,"Gammarthà
				LaMarsa",https://www.mubawab.tn/fr/a/8244846/a-vendre-triplex-s3-a-gammarth
190,4,2,False,False,False,True,False,True,False,Bon état,False,False,False,False,405 000 TND,"SidiSalahà
				LaSoukra",https://www.mubawab.tn/fr/a/8040061/maison-s4-inachev%C3%A9e-%C3%A0-sidi-salah
130,2,2,False,True,False,True,True,True,False,Bon état,False,False,True,False,650 000 TND,"SidiSalemà
				BizerteNord",https://www.mubawab.tn/fr/a/8003908/a-vendre-duplex-bizerte-andalucia-zone-touristque
300,6,3,False,False,False,False,False,True,False,Bon état,False,False,True,False,450 000 TND,"ElMourouj4à
				ElMourouj",https://www.mubawab.tn/fr/a/8253502/maison-3-%C3%A9tages-%C3%A0-el-mourouj-4
350,3,2,False,False,False,True,True,True,False,Bon état,False,False,True,False,950 000 TND,"Dendenà
				LaManouba",https://www.mubawab.tn/fr/a/8253216/a-vendre-villa-de-bon-standing-sur-deux-nv-ind%C3%A9p
411,3,1,False,True,False,True,True,True,False,Nouveau,True,False,True,False,1 770 000 TND,"LesJardinsdeCarthageà
				LeKram",https://www.mubawab.tn/fr/a/7902830/a-vendre-triplix-au-jardin-de-carthage
250,4,2,False,False,False,True,False,False,False,Bon état,False,False,False,False,210 000 TND,"CitéEzzitoun1à
				Fouchana",https://www.mubawab.tn/fr/a/8248037/a-vendre-une-maison-s4-%C3%A0-cit%C3%A9-ezzitoun-fouchena
150,3,1,False,False,False,True,False,False,False,À rénover,False,False,True,False,300 000 TND,"CitéUbnKhaldounà
				ElOmraneSuperieur",https://www.mubawab.tn/fr/a/8252967/opportunit%C3%A9-%C3%A0-saisir
598,7,3,False,False,False,True,False,False,False,Bon état,False,False,True,False,1 900 000 TND,"ElMenzah4à
				ElMenzah",https://www.mubawab.tn/fr/a/8244389/villa-de-598m2-terrain-et-380m2-b%C3%A2ti-%C3%A0-menzah-4
145,6,2,False,False,False,False,False,False,False,Bon état,False,False,True,False,290 000 TND,RasJebel,https://www.mubawab.tn/fr/a/8252728/a-vendre-rdc-appartement-%C3%A0-ras-jebel
143,3,1,False,False,False,True,False,False,False,Nouveau,True,False,True,False,225 000 TND,Bizerte,https://www.mubawab.tn/fr/a/8252554/a-vendre-une-coquette-maison-%C3%A0-la-p%C3%AAcherie
225,6,2,False,False,False,False,False,False,False,Bon état,False,False,True,False,700 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8252487/immeuble-gaya-%C3%A0-vendre-%C3%A0-la-marsa
Non spécifié,3,1,False,True,False,True,False,False,False,Nouveau,True,False,False,True,650 000 TND,"HammametNordà
				Hammamet",https://www.mubawab.tn/fr/a/8248970/a-vendre-villa-haut-standing-en-s3-avec-piscine
214,6,5,False,False,False,True,False,True,False,Bon état,False,False,True,False,720 000 TND,"LeBardoà
				LeBardo",https://www.mubawab.tn/fr/a/8214838/a-vendre-une-villa-sur-deux-niveaux-au-bardo-2
280,3,2,False,False,False,True,False,True,False,Bon état,False,False,True,False,470 000 TND,"Hammametà
				Hammamet",https://www.mubawab.tn/fr/a/7767687/a-vendre-une-maison-%C3%A0-hammamet-centre
130,2,1,False,False,False,True,True,False,False,Nouveau,True,False,True,False,550 000 TND,MenzelTemime,https://www.mubawab.tn/fr/a/8144649/r%C3%A9ez-de-chauss%C3%A9e-pieds-dans-l%E2%80%99eau-%C3%A0-menzel-tmime
400,4,1,False,True,False,False,False,False,False,Nouveau,True,False,True,False,1 200 000 TND,"BeniKhiarà
				BeniKhiar",https://www.mubawab.tn/fr/a/8206874/%C3%A0-vendre-villa-s4-avec-piscine-%C3%A0-jin%C3%A9ne-beni-khi
300,4,2,False,False,False,False,False,False,False,Bon état,False,False,False,False,1 300 000 TND,"ElMenzah1à
				ElMenzah",https://www.mubawab.tn/fr/a/8189597/vente-villa-de-446-m2-a-menzah-1
234,5,2,False,False,False,False,True,True,False,À rénover,False,False,True,False,685 000 TND,"Salamboà
				Carthage",https://www.mubawab.tn/fr/a/8013546/duplex-s4-carthage-salamb%C3%B4
580,5,Non spécifié,False,True,False,False,False,False,False,Non spécifié,False,False,False,False,1 800 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8251594/a-vendre-superbe-villa-s4-%C3%A0-la-marsa
650,4,Non spécifié,False,False,False,True,True,True,False,Non spécifié,False,False,False,False,1 400 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8251586/a-vendre-superbe-villa-s3-plain-pied-%C3%A0-la-marsa
800,3,2,False,False,False,True,False,True,False,Bon état,False,False,False,False,2 300 000 TND,"LaMarsaà
				LaMarsa",https://www.mubawab.tn/fr/a/8241146/une-villa-%C3%A0-marsa-ville
90,3,2,False,False,False,False,False,False,False,Bon état,False,False,True,False,230 000 TND,"ElMourouj3à
				ElMourouj",https://www.mubawab.tn/fr/a/8251250/%C3%A0-vendre-un-duplex-s3-%C3%A0-mourouj-3
300,4,2,False,False,False,False,True,True,False,Nouveau,True,False,True,True,900 000 TND,Sahloul,https://www.mubawab.tn/fr/a/8071007/a-vendre-un-duplex-s4-de-haut-standing-%C3%A0-sahloul-4
200,4,2,False,False,False,True,False,False,False,À rénover,False,False,False,False,550 000 TND,"LaManoubaà
				LaManouba",https://www.mubawab.tn/fr/a/8238957/villa-individuelle-en-vente
151,3,2,False,False,False,True,True,True,False,Bon état,False,False,True,False,540 000 TND,"ArianaEssoghraà
				Raoued",https://www.mubawab.tn/fr/a/8214727/a-vendre-duplex-ind%C3%A9pendant-%C3%A0-ariana
720,7,3,False,False,False,True,False,False,False,Bon état,False,False,True,False,950 000 TND,"LeBardoà
				LeBardo",https://www.mubawab.tn/fr/a/8250749/a-vendre-villa-2s7-ind%C3%A9pendante-au-bardo
150,3,2,False,True,False,False,False,False,False,Nouveau,True,False,False,False,330 000 TND,"Djerbaà
				Djerba",https://www.mubawab.tn/fr/a/8178865/villa-inachev%C3%A9e-avec-piscine-%C3%A0-vendre-djerba
110,1,1,False,False,False,False,False,False,False,Nouveau,True,False,True,False,85 000 TND,"ElYasminetteà
				NouvelleMedina",https://www.mubawab.tn/fr/a/8149789/caf%C3%A9-fonds-de-commerce-de-110-m%C2%B2
140,3,2,False,False,False,False,False,False,False,Bon état,False,False,False,False,580 000 TND,HammamGhezèze,https://www.mubawab.tn/fr/a/8249109/immeuble-a-vendre-a-hammam-lghezez
553,5,3,False,False,False,True,True,True,False,À rénover,False,False,True,False,1 900 000 TND,"Gammarthà
				LaMarsa",https://www.mubawab.tn/fr/a/7919037/villa-%C3%A0-gammarth-%C3%A0-la-vente
200,3,2,False,False,False,True,False,False,False,À rénover,False,False,True,False,3 500 000 TND,"SidiBousaidà
				Carthage",https://www.mubawab.tn/fr/a/8226882/duplex-titr%C3%A9-avec-jardin-%C3%A0-r%C3%A9nover-%C3%A0-sidi-bou-sa%C3%AFd
320,8,3,False,False,False,True,False,False,False,Bon état,False,False,True,False,780 000 TND,GabèsSud,https://www.mubawab.tn/fr/a/8250322/villa-belle-architecture
480,6,5,False,False,False,True,True,True,False,Bon état,False,False,True,False,1 120 000 TND,"ElMenzah9à
				ElMenzah",https://www.mubawab.tn/fr/a/8088293/particulier-vend-villa-prestigieuse-3-niveaux
306,3,3,False,False,False,True,True,True,False,Bon état,False,False,True,False,1 650 000 TND,"Gammarthà
				LaMarsa",https://www.mubawab.tn/fr/a/8250200/superbe-maison-%C3%A0-vendre-%C3%A0-gammarth-superficie-306-m%C2%B2-conciergerie-%C3%A0-disposition-syst%C3%A8me-de-climatisation
