id,surface,nombre_des_chambres,nombre_des_salles_de_bains,haut_standing,terrasse,balcon,etage,parking,ascenseur,jardin,vue_panoramique,climatiseur,chauffage_central,piscine,prix,categorie,latitude,longitude,gouvernorat
2014,210,3,1,0,1,0,1,0,0,0,1,1,1,0,1100000,1,36.8873334,10.315339,Ariana
2054,160,3,2,0,0,0,0,0,0,1,0,0,0,0,1320000,1,36.8873334,10.315339,Ariana
2131,65,2,1,0,0,0,0,0,0,0,0,0,0,0,180000,1,36.8873334,10.315339,Ariana
2399,200,2,2,0,0,0,0,0,0,0,0,0,0,0,2400000,1,36.8873334,10.315339,Ariana
2437,122,3,2,0,1,1,2,1,0,0,0,0,1,0,540000,1,36.8873334,10.315339,Ariana
2599,300,3,1,0,1,1,0,1,0,0,1,0,0,0,390000,1,36.8873334,10.315339,Ariana
2627,93,3,2,0,0,0,1,0,0,0,0,0,0,0,650000,1,36.8873334,10.315339,Ariana
2632,115,0,1,0,1,0,0,0,0,0,0,0,0,0,330000,1,36.8873334,10.315339,Ariana
2634,55,1,1,0,0,0,0,0,0,0,0,0,0,0,260000,1,36.8873334,10.315339,Ariana
2716,70,2,2,0,0,0,0,0,0,0,0,0,0,0,320000,1,36.8873334,10.315339,Ariana
2856,398,3,2,0,1,0,0,0,0,1,0,0,0,0,780000,1,36.8873334,10.315339,Ariana
2934,250,3,2,0,1,0,0,0,0,1,0,1,1,0,2500000,1,36.8873334,10.315339,Ariana
2950,145,3,3,0,1,1,1,1,1,0,0,1,1,0,550000,1,36.8873334,10.315339,Ariana
2965,176,2,2,0,1,0,0,1,1,1,1,1,1,0,550000,1,36.8873334,10.315339,Ariana
3006,117,3,1,0,1,0,0,0,0,0,0,0,0,0,290000,1,36.8873334,10.315339,Ariana
3031,369,9,2,0,0,0,0,0,0,1,0,0,0,0,900000,1,36.8873334,10.315339,Ariana
3113,100,2,2,0,0,0,1,0,0,0,0,1,1,0,530000,1,36.8873334,10.315339,Ariana
3149,140,4,1,0,0,0,1,0,0,0,0,1,1,0,600000,1,36.8873334,10.315339,Ariana
3185,157,2,2,0,1,1,1,0,1,0,1,0,1,0,900000,1,36.8873334,10.315339,Ariana
3192,190,3,2,0,1,0,0,0,0,0,0,1,1,0,900000,1,36.8873334,10.315339,Ariana
3248,140,0,1,0,1,1,0,1,0,0,0,0,0,0,450000,1,36.8873334,10.315339,Ariana
3326,200,3,3,0,1,0,0,1,1,0,1,1,1,0,1200000,1,36.8873334,10.315339,Ariana
3351,206,3,3,0,1,0,0,1,0,1,0,1,1,0,620000,1,36.8873334,10.315339,Ariana
3387,50,1,1,0,0,0,0,1,1,0,0,1,1,0,520000,1,36.8873334,10.315339,Ariana
3391,98,2,1,0,0,0,0,0,1,0,0,1,1,0,475000,1,36.8873334,10.315339,Ariana
3416,55,2,1,0,0,0,0,0,1,0,0,0,0,0,200000,1,36.8873334,10.315339,Ariana
3459,160,2,1,0,1,0,0,0,0,0,0,1,1,0,330000,1,36.8873334,10.315339,Ariana
3487,150,2,1,0,0,0,0,0,0,0,0,1,1,0,450000,1,36.8873334,10.315339,Ariana
3520,150,2,1,0,0,0,0,1,0,0,0,0,0,0,350000,1,36.8873334,10.315339,Ariana
3521,175,2,1,0,0,0,0,1,0,1,0,0,0,0,370000,1,36.8873334,10.315339,Ariana
3574,264,8,5,0,1,0,1,0,0,0,1,1,1,0,4000000,1,36.8873334,10.315339,Ariana
3596,55,1,1,0,0,0,1,1,0,0,1,1,1,0,550000,1,36.8873334,10.315339,Ariana
3633,90,2,1,0,1,1,3,1,1,0,0,1,1,0,350000,1,36.8873334,10.315339,Ariana
3639,156,2,2,0,1,0,0,1,1,1,0,1,1,1,430000,1,36.8873334,10.315339,Ariana
3673,64,1,1,0,0,0,0,0,0,0,0,1,1,0,200000,1,36.8873334,10.315339,Ariana
3738,0,2,1,0,1,0,0,0,0,0,1,0,1,0,2200000,1,36.8873334,10.315339,Ariana
3826,100,2,1,0,0,0,0,1,0,0,0,0,0,0,740000,1,36.8873334,10.315339,Ariana
3827,76,0,1,0,0,0,0,1,1,0,1,0,0,1,520000,1,36.8873334,10.315339,Ariana
3853,130,3,2,0,1,0,0,0,0,0,0,1,1,0,920000,1,36.8873334,10.315339,Ariana
3867,155,3,2,0,1,1,1,1,1,0,0,1,1,0,550000,1,36.8873334,10.315339,Ariana
3903,180,3,2,0,1,1,0,1,1,0,1,1,1,0,1300000,1,36.8873334,10.315339,Ariana
4008,0,2,1,0,0,0,1,0,0,0,0,1,1,0,440000,1,36.8873334,10.315339,Ariana
4012,122,2,1,0,0,0,0,1,0,0,0,0,0,0,450000,1,36.8873334,10.315339,Ariana
4073,90,2,1,0,0,0,1,0,1,0,0,1,1,0,500000,1,36.8873334,10.315339,Ariana
4100,60,1,1,0,1,1,0,0,0,0,0,1,1,0,350000,1,36.8873334,10.315339,Ariana
4154,0,0,1,0,0,1,0,1,0,1,0,0,0,1,633600,1,36.8873334,10.315339,Ariana
4207,178,3,3,0,1,0,0,1,1,0,0,1,1,0,1200000,1,36.8873334,10.315339,Ariana
4347,148,2,1,0,1,1,0,0,0,0,0,0,0,0,670000,1,36.8873334,10.315339,Ariana
4534,300,5,3,0,1,0,0,0,0,1,1,1,1,1,950000,1,36.8873334,10.315339,Ariana
4536,75,2,1,0,1,1,0,1,0,0,0,0,0,0,570000,1,36.8873334,10.315339,Ariana
4599,65,2,1,0,1,0,0,0,0,0,0,0,0,0,200000,1,36.8873334,10.315339,Ariana
4659,225,5,1,0,0,0,0,0,0,0,0,0,0,0,700000,1,36.8873334,10.315339,Ariana
4666,124,2,2,0,1,0,0,0,0,0,0,1,1,0,980000,1,36.8873334,10.315339,Ariana
4677,126,2,1,0,1,0,0,1,0,0,0,0,0,0,550000,1,36.8873334,10.315339,Ariana
26,380,6,3,0,1,1,0,0,0,0,0,0,0,0,1650000,0,36.8453935,10.1829741,Ariana
523,300,4,2,0,0,0,0,0,0,0,0,0,0,0,1300000,0,36.8453935,10.1829741,Ariana
897,400,4,3,0,0,0,0,0,0,1,0,0,0,1,1600000,0,36.8453935,10.1829741,Ariana
898,563,3,2,0,0,0,0,0,0,0,0,0,0,0,1290000,0,36.8453935,10.1829741,Ariana
905,200,4,3,0,0,0,0,0,0,0,0,0,0,0,1000000,0,36.8453935,10.1829741,Ariana
995,790,5,3,0,0,0,0,0,0,0,0,0,0,0,1600000,0,36.8453935,10.1829741,Ariana
1557,135,3,2,0,1,0,8,1,1,0,1,1,1,0,385000,1,36.8453935,10.1829741,Ariana
2588,140,3,2,0,0,0,0,1,0,0,1,1,1,0,390000,1,36.8453935,10.1829741,Ariana
4065,500,4,2,0,0,0,0,0,0,0,0,0,0,0,1900000,1,36.8453935,10.1829741,Ariana
27,366,5,5,0,1,0,0,0,0,1,0,1,1,0,990000,0,36.8585478,10.1682756,Ariana
87,412,3,3,0,1,0,0,0,0,1,0,0,0,1,700000,0,36.8585478,10.1682756,Ariana
282,356,5,1,0,1,0,0,0,0,1,0,1,1,0,1400000,0,36.8585478,10.1682756,Ariana
361,103,3,1,0,0,0,0,0,0,0,0,1,1,0,450000,0,36.8585478,10.1682756,Ariana
1178,150,3,2,0,0,0,1,1,1,0,1,1,1,0,375000,1,36.8585478,10.1682756,Ariana
1311,145,3,2,0,1,1,5,1,1,0,0,1,1,0,340000,1,36.8585478,10.1682756,Ariana
1394,134,3,2,0,1,1,1,1,1,1,0,1,1,0,279900,1,36.8585478,10.1682756,Ariana
1444,27,1,1,0,0,0,0,1,0,0,0,0,0,0,148000,1,36.8585478,10.1682756,Ariana
1485,192,4,2,0,1,0,5,1,1,0,1,0,1,0,440000,1,36.8585478,10.1682756,Ariana
1571,107,2,2,0,1,1,7,1,0,0,1,1,1,0,270000,1,36.8585478,10.1682756,Ariana
1572,120,3,2,0,1,1,6,1,0,0,1,1,1,0,300000,1,36.8585478,10.1682756,Ariana
1646,180,3,2,0,1,0,0,1,1,0,1,1,1,0,395000,1,36.8585478,10.1682756,Ariana
1845,345,3,2,0,0,0,0,1,0,1,1,1,1,1,900000,1,36.8585478,10.1682756,Ariana
1846,143,3,2,0,1,1,2,1,1,0,0,1,1,0,430000,1,36.8585478,10.1682756,Ariana
1871,155,3,2,0,1,1,7,1,1,0,0,1,1,0,395000,1,36.8585478,10.1682756,Ariana
1903,203,3,2,0,1,1,0,1,1,0,0,1,1,0,695000,1,36.8585478,10.1682756,Ariana
1978,64,1,1,0,0,0,7,0,0,0,1,0,1,0,170000,1,36.8585478,10.1682756,Ariana
2021,157,3,1,0,1,1,0,0,1,0,0,1,1,0,460000,1,36.8585478,10.1682756,Ariana
2298,50,1,1,0,1,0,6,1,1,0,0,1,1,0,185000,1,36.8585478,10.1682756,Ariana
2486,62,1,1,0,0,0,5,0,1,0,0,1,1,0,210000,1,36.8585478,10.1682756,Ariana
2573,87,1,1,0,1,1,1,0,1,0,0,1,1,0,300000,1,36.8585478,10.1682756,Ariana
2574,205,2,2,0,1,1,4,0,1,0,0,1,1,0,490000,1,36.8585478,10.1682756,Ariana
2575,186,3,2,0,1,1,4,1,1,0,0,0,1,0,250000,1,36.8585478,10.1682756,Ariana
2623,150,4,2,0,1,1,2,1,1,0,0,1,1,0,440000,1,36.8585478,10.1682756,Ariana
2911,193,4,2,0,1,1,2,1,0,0,0,1,1,0,505000,1,36.8585478,10.1682756,Ariana
2926,120,2,1,0,1,1,0,1,1,0,0,1,1,0,368000,1,36.8585478,10.1682756,Ariana
2936,146,3,3,0,1,1,2,0,1,0,0,1,1,0,465000,1,36.8585478,10.1682756,Ariana
3125,128,3,2,0,1,1,2,1,1,0,0,0,1,0,450000,1,36.8585478,10.1682756,Ariana
3134,165,4,2,0,1,1,0,1,0,0,0,0,0,0,435000,1,36.8585478,10.1682756,Ariana
3312,160,4,2,0,1,1,2,1,1,0,1,0,1,0,381000,1,36.8585478,10.1682756,Ariana
3359,100,3,2,0,0,0,0,0,1,0,0,0,0,0,355000,1,36.8585478,10.1682756,Ariana
3497,146,3,2,0,0,0,8,0,1,0,0,1,1,0,350000,1,36.8585478,10.1682756,Ariana
3674,209,3,3,0,1,1,0,1,0,1,0,1,1,0,650000,1,36.8585478,10.1682756,Ariana
3692,90,2,1,0,0,0,3,0,0,0,0,0,1,0,225000,1,36.8585478,10.1682756,Ariana
3906,180,4,2,0,0,0,2,0,0,0,0,0,0,0,550000,1,36.8585478,10.1682756,Ariana
3940,0,3,3,0,1,0,0,1,1,0,0,1,1,0,650000,1,36.8585478,10.1682756,Ariana
3993,207,4,1,0,0,0,0,0,0,0,0,0,0,0,550000,1,36.8585478,10.1682756,Ariana
4142,70,1,1,0,1,1,4,0,1,0,0,1,1,0,240000,1,36.8585478,10.1682756,Ariana
4222,169,3,3,0,0,0,4,1,1,0,1,1,1,0,395000,1,36.8585478,10.1682756,Ariana
4243,157,3,2,0,0,0,4,0,1,0,1,1,1,0,340000,1,36.8585478,10.1682756,Ariana
4498,145,3,2,0,1,1,1,0,1,0,0,1,1,0,419000,1,36.8585478,10.1682756,Ariana
4552,51,1,1,0,1,1,1,0,0,0,0,0,0,0,165000,1,36.8585478,10.1682756,Ariana
29,200,4,2,0,0,0,0,0,0,1,0,0,0,0,550000,0,36.8113307,10.0947037,Ariana
498,380,8,4,0,1,0,0,0,0,1,0,1,0,0,540000,0,36.8113307,10.0947037,Ariana
778,376,3,2,0,0,0,0,0,0,0,0,1,1,0,950000,0,36.8113307,10.0947037,Ariana
962,130,3,1,0,0,0,0,0,0,0,1,0,0,0,295000,0,36.8113307,10.0947037,Ariana
1231,70,2,1,0,1,0,0,0,0,0,0,0,1,0,190000,1,36.8113307,10.0947037,Ariana
1294,97,2,1,0,1,1,2,1,1,0,0,1,1,0,230000,1,36.8113307,10.0947037,Ariana
1346,142,3,1,0,0,0,5,1,1,0,0,1,1,0,340000,1,36.8113307,10.0947037,Ariana
1607,0,0,1,0,1,1,0,0,0,0,0,0,0,0,123000,1,36.8113307,10.0947037,Ariana
1711,70,0,1,0,1,1,0,0,0,0,0,0,0,0,175000,1,36.8113307,10.0947037,Ariana
1714,105,0,1,0,1,1,0,0,0,1,0,0,0,0,335000,1,36.8113307,10.0947037,Ariana
1747,141,3,1,0,1,0,3,1,1,0,0,1,1,0,352000,1,36.8113307,10.0947037,Ariana
1748,78,2,1,0,0,0,1,0,0,0,0,0,0,0,178000,1,36.8113307,10.0947037,Ariana
1772,105,2,1,0,1,1,4,0,1,0,0,1,1,0,310000,1,36.8113307,10.0947037,Ariana
1773,67,1,1,0,1,1,3,0,1,0,0,1,1,0,200000,1,36.8113307,10.0947037,Ariana
1774,81,2,1,0,1,1,0,0,0,0,0,0,0,0,135000,1,36.8113307,10.0947037,Ariana
1776,111,0,1,0,0,0,0,1,0,0,0,0,0,0,290000,1,36.8113307,10.0947037,Ariana
1798,80,2,1,0,1,1,3,0,0,0,0,0,0,0,125000,1,36.8113307,10.0947037,Ariana
1799,153,3,2,0,0,0,2,1,1,0,0,1,1,0,390000,1,36.8113307,10.0947037,Ariana
1972,50,1,1,0,0,0,0,0,0,0,0,0,0,0,130000,1,36.8113307,10.0947037,Ariana
1997,126,3,2,0,1,1,4,1,1,0,0,0,1,0,315000,1,36.8113307,10.0947037,Ariana
2005,112,3,1,0,1,1,0,1,1,0,0,0,1,0,215000,1,36.8113307,10.0947037,Ariana
2318,117,3,1,0,0,0,2,1,0,0,1,1,1,0,250000,1,36.8113307,10.0947037,Ariana
2319,57,2,1,0,0,0,2,0,0,0,0,1,1,0,150000,1,36.8113307,10.0947037,Ariana
2990,119,0,1,1,1,1,0,1,0,0,0,0,0,0,240000,1,36.8113307,10.0947037,Ariana
2991,119,0,1,1,1,0,0,1,0,0,0,0,0,0,240000,1,36.8113307,10.0947037,Ariana
3080,112,2,1,0,1,0,3,1,1,0,1,1,1,0,280000,1,36.8113307,10.0947037,Ariana
3167,80,2,1,0,1,1,4,0,1,0,0,1,1,0,190000,1,36.8113307,10.0947037,Ariana
3168,100,2,1,0,1,1,2,1,1,0,1,1,1,0,260000,1,36.8113307,10.0947037,Ariana
3169,270,4,2,0,1,0,0,0,0,1,0,0,0,0,370000,1,36.8113307,10.0947037,Ariana
3170,114,0,1,0,1,1,0,1,0,0,0,1,1,0,280000,1,36.8113307,10.0947037,Ariana
3171,114,3,1,0,1,1,0,0,1,1,0,0,1,0,330000,1,36.8113307,10.0947037,Ariana
3197,63,1,1,0,0,0,0,1,1,1,0,1,1,0,192000,1,36.8113307,10.0947037,Ariana
3597,104,3,1,0,0,0,2,0,0,0,0,0,1,0,195000,1,36.8113307,10.0947037,Ariana
3648,68,2,1,0,1,0,1,0,0,1,0,1,0,0,280000,1,36.8113307,10.0947037,Ariana
3702,93,2,1,0,1,1,1,1,0,0,1,0,0,0,159000,1,36.8113307,10.0947037,Ariana
4001,87,2,1,0,0,0,1,0,0,0,0,0,0,0,185000,1,36.8113307,10.0947037,Ariana
4208,500,1,1,0,1,0,1,0,0,0,0,0,0,0,650000,1,36.8113307,10.0947037,Ariana
4213,82,1,1,0,1,0,3,1,0,0,0,1,1,0,155000,1,36.8113307,10.0947037,Ariana
4245,126,3,2,0,1,1,4,1,1,0,0,0,1,0,330000,1,36.8113307,10.0947037,Ariana
4375,112,3,2,0,1,0,0,1,0,1,0,0,0,0,200000,1,36.8113307,10.0947037,Ariana
4452,117,3,1,0,1,0,1,1,1,1,0,1,1,0,300000,1,36.8113307,10.0947037,Ariana
30,420,5,1,0,0,0,0,0,0,0,0,0,0,1,1250000,0,36.8790882,10.327678,Tunis
103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3300000,0,36.8790882,10.327678,Tunis
123,243,3,2,0,1,0,0,1,0,0,0,1,1,0,1380000,0,36.8790882,10.327678,Tunis
143,200,3,1,0,0,0,0,1,0,1,0,1,1,0,1250000,0,36.8790882,10.327678,Tunis
144,550,4,2,0,1,0,0,0,0,1,0,1,1,1,3500000,0,36.8790882,10.327678,Tunis
371,270,3,1,0,1,1,0,0,0,1,1,1,1,1,1350000,0,36.8790882,10.327678,Tunis
432,313,3,4,0,0,0,0,1,1,0,0,1,1,0,1580000,0,36.8790882,10.327678,Tunis
443,270,3,2,0,1,1,0,0,0,1,1,1,1,1,1320000,0,36.8790882,10.327678,Tunis
494,375,4,2,0,1,0,0,0,0,1,1,1,1,0,1175000,0,36.8790882,10.327678,Tunis
542,1440,4,4,0,1,1,0,0,0,1,0,1,1,1,2800000,0,36.8790882,10.327678,Tunis
555,80,2,1,0,0,0,0,0,0,0,0,0,0,0,200000,0,36.8790882,10.327678,Tunis
610,250,4,1,0,0,0,0,1,0,1,0,0,0,1,1300000,0,36.8790882,10.327678,Tunis
649,101,3,2,0,1,0,0,0,0,1,1,1,1,0,450000,0,36.8790882,10.327678,Tunis
662,130,1,1,0,0,0,0,1,0,1,0,1,1,1,650000,0,36.8790882,10.327678,Tunis
934,700,0,1,0,0,0,0,0,0,0,1,0,0,0,6500000,0,36.8790882,10.327678,Tunis
991,780,0,1,0,0,0,0,0,0,0,0,0,0,0,8000000,0,36.8790882,10.327678,Tunis
996,530,7,5,0,1,0,0,0,0,1,0,1,1,1,1800000,0,36.8790882,10.327678,Tunis
1009,0,6,3,0,1,0,0,0,0,1,0,0,0,1,2000000,0,36.8790882,10.327678,Tunis
1060,189,3,2,0,1,0,0,0,1,1,0,1,1,1,650000,1,36.8790882,10.327678,Tunis
1061,189,3,3,0,1,0,0,0,1,1,0,1,1,1,650000,1,36.8790882,10.327678,Tunis
1077,136,3,2,0,1,0,1,0,0,0,1,1,1,0,385000,1,36.8790882,10.327678,Tunis
1080,297,3,2,0,1,0,5,1,1,0,1,1,1,0,1200000,1,36.8790882,10.327678,Tunis
1084,146,3,2,0,0,0,0,1,1,1,0,1,1,0,480000,1,36.8790882,10.327678,Tunis
1085,117,2,1,0,1,0,2,1,1,0,0,1,1,0,386000,1,36.8790882,10.327678,Tunis
1108,231,3,2,0,0,0,0,1,1,1,1,1,1,0,1642000,1,36.8790882,10.327678,Tunis
1143,145,4,2,0,0,0,5,0,1,0,0,1,1,0,400000,1,36.8790882,10.327678,Tunis
1149,194,3,3,0,1,0,0,1,1,0,1,1,1,0,1330000,1,36.8790882,10.327678,Tunis
1183,114,3,1,0,0,0,0,0,0,0,0,0,0,0,400000,1,36.8790882,10.327678,Tunis
1195,101,2,2,0,0,0,0,0,1,0,0,1,1,0,650000,1,36.8790882,10.327678,Tunis
1229,87,1,1,0,0,0,0,1,1,0,0,1,1,0,380000,1,36.8790882,10.327678,Tunis
1284,273,3,3,0,1,1,0,1,1,0,0,1,1,0,1400000,1,36.8790882,10.327678,Tunis
1285,273,3,1,0,0,0,0,1,0,0,0,0,0,0,1350000,1,36.8790882,10.327678,Tunis
1302,116,2,2,1,0,0,0,0,1,0,0,1,1,1,570200,1,36.8790882,10.327678,Tunis
1312,117,2,1,0,1,0,3,1,1,0,0,1,1,0,490000,1,36.8790882,10.327678,Tunis
1313,220,3,3,0,1,1,0,1,1,0,1,1,1,0,1050000,1,36.8790882,10.327678,Tunis
1322,123,2,2,0,1,0,7,0,1,0,0,1,1,0,494440,1,36.8790882,10.327678,Tunis
1326,103,2,2,1,0,0,0,0,1,1,0,1,1,1,579100,1,36.8790882,10.327678,Tunis
1332,126,2,2,1,0,0,0,0,0,0,0,1,1,1,617200,1,36.8790882,10.327678,Tunis
1350,101,2,2,1,0,0,0,0,1,1,0,1,1,1,623700,1,36.8790882,10.327678,Tunis
1357,124,2,2,1,0,0,0,0,0,0,0,1,1,1,607800,1,36.8790882,10.327678,Tunis
1373,167,3,3,1,0,0,4,0,0,0,0,1,1,1,809900,1,36.8790882,10.327678,Tunis
1384,197,4,3,0,1,0,1,1,1,1,1,1,1,0,1180000,1,36.8790882,10.327678,Tunis
1432,285,3,3,0,0,0,2,1,1,0,0,1,1,1,1850000,1,36.8790882,10.327678,Tunis
1515,41,1,1,0,0,0,0,1,1,0,0,1,1,0,290000,1,36.8790882,10.327678,Tunis
1541,200,3,1,0,1,1,0,1,0,0,0,1,1,0,950000,1,36.8790882,10.327678,Tunis
1542,191,3,1,0,1,0,0,1,0,0,0,0,0,0,790000,1,36.8790882,10.327678,Tunis
1561,170,3,2,0,1,0,1,1,1,0,0,1,1,0,890000,1,36.8790882,10.327678,Tunis
1573,145,4,3,0,0,0,0,1,1,0,0,1,1,0,425000,1,36.8790882,10.327678,Tunis
1587,235,3,3,0,0,0,0,1,0,0,0,1,1,0,1250000,1,36.8790882,10.327678,Tunis
1625,168,3,2,0,1,1,0,1,1,0,1,1,1,0,630000,1,36.8790882,10.327678,Tunis
1639,185,4,2,0,0,0,0,1,1,1,0,1,1,0,1100000,1,36.8790882,10.327678,Tunis
1648,2200,3,3,0,1,0,0,1,1,0,0,1,1,0,950000,1,36.8790882,10.327678,Tunis
1663,66,1,1,0,1,1,0,1,1,0,0,1,1,0,300000,1,36.8790882,10.327678,Tunis
1671,123,2,1,0,1,1,1,1,1,0,1,1,1,0,425000,1,36.8790882,10.327678,Tunis
1677,160,3,3,0,1,0,0,1,1,1,0,1,1,0,860000,1,36.8790882,10.327678,Tunis
1692,156,3,2,0,1,1,3,0,1,0,0,1,1,0,468000,1,36.8790882,10.327678,Tunis
1717,40,1,1,0,0,0,0,0,0,0,0,1,1,0,315000,1,36.8790882,10.327678,Tunis
1734,42,1,1,0,0,0,0,1,0,0,0,1,1,0,350000,1,36.8790882,10.327678,Tunis
1749,164,3,3,0,1,1,5,0,1,0,0,1,1,0,390000,1,36.8790882,10.327678,Tunis
1765,200,4,4,0,0,0,0,1,1,0,0,1,1,0,1300000,1,36.8790882,10.327678,Tunis
1806,85,1,1,0,0,0,4,1,1,0,0,0,0,0,240000,1,36.8790882,10.327678,Tunis
1813,148,3,2,0,1,0,0,1,1,0,1,1,1,0,495000,1,36.8790882,10.327678,Tunis
1821,211,3,1,0,1,0,0,1,0,0,0,1,1,0,970000,1,36.8790882,10.327678,Tunis
1823,85,1,1,0,0,1,0,1,0,0,0,1,1,0,400000,1,36.8790882,10.327678,Tunis
1824,153,3,1,0,1,1,1,0,0,0,0,1,1,0,550000,1,36.8790882,10.327678,Tunis
1835,139,3,1,0,0,0,0,0,0,1,0,1,1,0,580000,1,36.8790882,10.327678,Tunis
1842,115,2,1,0,0,0,0,1,1,1,0,1,1,0,590000,1,36.8790882,10.327678,Tunis
1843,230,3,3,0,1,1,1,1,1,1,0,1,1,0,1290000,1,36.8790882,10.327678,Tunis
1875,130,3,2,0,1,1,2,1,1,0,1,0,0,0,570000,1,36.8790882,10.327678,Tunis
1907,140,2,1,0,1,1,0,1,0,0,0,1,1,0,680000,1,36.8790882,10.327678,Tunis
1925,101,4,1,0,1,1,4,0,1,0,0,0,0,0,325000,1,36.8790882,10.327678,Tunis
1954,115,2,2,0,0,0,5,1,0,0,0,1,1,0,525000,1,36.8790882,10.327678,Tunis
1980,97,2,1,0,1,0,0,1,1,0,1,0,1,0,295000,1,36.8790882,10.327678,Tunis
1991,109,1,2,0,0,0,0,0,0,1,0,1,1,0,550000,1,36.8790882,10.327678,Tunis
2002,200,3,1,0,0,0,0,1,0,1,0,0,0,0,1300000,1,36.8790882,10.327678,Tunis
2024,140,2,2,0,1,0,0,0,0,0,0,0,0,0,375000,1,36.8790882,10.327678,Tunis
2029,184,3,2,0,1,1,2,1,1,0,0,1,1,0,800000,1,36.8790882,10.327678,Tunis
2030,289,3,2,0,1,1,4,1,1,0,0,1,1,0,1480000,1,36.8790882,10.327678,Tunis
2031,312,3,2,0,1,1,2,1,1,0,0,1,1,0,1600000,1,36.8790882,10.327678,Tunis
2072,158,3,2,0,1,0,7,1,1,0,1,1,1,0,1300000,1,36.8790882,10.327678,Tunis
2100,150,3,2,0,1,1,0,1,1,0,0,1,1,0,433000,1,36.8790882,10.327678,Tunis
2116,114,2,1,0,0,0,0,1,1,1,0,1,1,0,600000,1,36.8790882,10.327678,Tunis
2119,90,2,1,0,0,0,0,1,0,0,0,1,1,0,490000,1,36.8790882,10.327678,Tunis
2133,290,3,3,0,1,0,1,1,1,0,0,1,1,1,1800000,1,36.8790882,10.327678,Tunis
2134,146,4,3,0,1,1,1,1,0,1,0,1,1,1,560000,1,36.8790882,10.327678,Tunis
2135,212,3,2,0,1,0,6,1,0,0,1,1,1,0,950000,1,36.8790882,10.327678,Tunis
2170,322,3,4,0,1,1,1,1,1,0,0,1,1,1,1950000,1,36.8790882,10.327678,Tunis
2185,270,3,3,0,1,1,5,1,1,0,0,1,1,0,1290000,1,36.8790882,10.327678,Tunis
2186,75,1,1,0,1,1,2,1,1,0,0,1,1,0,420000,1,36.8790882,10.327678,Tunis
2187,159,2,1,0,0,0,0,0,0,0,0,1,1,0,300000,1,36.8790882,10.327678,Tunis
2202,90,1,1,0,1,0,0,1,0,0,0,1,1,0,360000,1,36.8790882,10.327678,Tunis
2241,88,2,1,0,1,1,0,1,1,0,0,1,1,0,385000,1,36.8790882,10.327678,Tunis
2247,280,4,3,0,0,0,0,0,0,1,0,1,1,0,1181000,1,36.8790882,10.327678,Tunis
2274,0,2,1,0,0,0,0,0,1,0,0,1,1,0,380000,1,36.8790882,10.327678,Tunis
2287,120,2,2,0,1,1,1,1,1,0,0,1,1,1,582000,1,36.8790882,10.327678,Tunis
2288,152,2,3,0,1,0,1,1,1,1,0,1,1,1,827000,1,36.8790882,10.327678,Tunis
2289,1583,3,3,0,1,0,7,1,1,0,0,1,1,0,506000,1,36.8790882,10.327678,Tunis
2290,135,3,3,0,1,0,1,1,1,0,0,1,1,1,648000,1,36.8790882,10.327678,Tunis
2299,103,0,1,0,1,0,0,1,0,0,1,1,1,0,1050000,1,36.8790882,10.327678,Tunis
2335,122,2,2,0,1,0,0,1,1,0,0,1,1,0,496000,1,36.8790882,10.327678,Tunis
2350,90,2,1,0,0,0,0,0,1,0,0,0,1,0,308000,1,36.8790882,10.327678,Tunis
2356,315,4,1,0,1,1,0,1,0,0,0,1,1,0,1580000,1,36.8790882,10.327678,Tunis
2367,289,3,1,0,1,1,0,1,0,0,0,1,1,0,1500000,1,36.8790882,10.327678,Tunis
2397,115,2,2,0,0,0,5,1,1,0,0,1,1,0,535000,1,36.8790882,10.327678,Tunis
2453,120,3,2,0,1,0,0,1,0,1,1,1,1,1,435000,1,36.8790882,10.327678,Tunis
2454,63,1,1,0,1,0,0,0,1,1,0,1,1,1,330000,1,36.8790882,10.327678,Tunis
2455,350,4,5,0,1,0,0,0,1,1,0,1,1,1,1870000,1,36.8790882,10.327678,Tunis
2466,183,3,3,0,1,0,1,1,1,0,1,1,1,0,1750000,1,36.8790882,10.327678,Tunis
2473,50,1,1,0,1,0,7,1,1,0,1,1,1,0,240000,1,36.8790882,10.327678,Tunis
2478,60,1,1,0,1,0,0,1,0,0,0,1,1,0,226000,1,36.8790882,10.327678,Tunis
2481,232,3,2,0,1,1,5,0,1,0,0,1,1,0,990000,1,36.8790882,10.327678,Tunis
2482,140,4,1,0,1,0,0,1,1,0,0,1,1,0,700000,1,36.8790882,10.327678,Tunis
2489,0,4,2,0,1,1,0,1,1,0,0,1,1,0,550000,1,36.8790882,10.327678,Tunis
2520,154,2,3,0,1,0,0,0,0,0,0,1,1,0,595000,1,36.8790882,10.327678,Tunis
2529,97,2,1,0,1,0,2,1,1,0,1,1,1,1,440000,1,36.8790882,10.327678,Tunis
2543,157,3,2,0,0,0,0,0,1,1,0,1,1,0,780000,1,36.8790882,10.327678,Tunis
2545,102,2,1,0,1,0,0,1,0,1,1,0,0,0,800000,1,36.8790882,10.327678,Tunis
2602,167,3,1,1,0,0,1,1,1,0,0,1,1,0,510000,1,36.8790882,10.327678,Tunis
