prix,categorie,surface,nombre_des_chambres,nombre_des_salles_de_bains,haut_standing,terrasse,balcon,etage,parking,ascenseur,jardin,vue_panoramique,climatiseur,chauffage_central,piscine,lat,lon
1000000.0,0,672.0,6.0,4.0,0,1,0,2,1,0,1,0,0,1,0,36.8512722,10.1852853
1900000.0,0,502.0,5.0,4.0,0,1,0,5,1,0,1,0,1,1,0,36.8512722,10.1852853
200000000.0,0,100.0,3.0,2.0,0,0,0,0,1,0,0,0,0,0,0,36.8338386,10.106146
270000.0,0,220.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,36.8270836,10.126886
250000.0,0,190.0,3.0,1.0,0,0,0,2,0,0,1,0,0,0,0,36.9535973,10.1891941
695000.0,0,480.0,7.0,4.0,0,0,0,3,0,0,0,0,0,0,0,36.8656931,10.1687265
390000.0,0,140.0,5.0,2.0,0,1,0,3,0,0,0,0,0,0,0,33.8439408,9.400138
450000.0,0,355.0,4.0,2.0,0,1,0,0,1,0,0,0,1,1,0,36.8656931,10.1687265
320000.0,0,180.0,5.0,2.0,0,0,0,2,0,0,0,0,0,0,0,36.832165,10.192716
200000000.0,0,100.0,3.0,2.0,0,0,0,0,1,0,0,0,0,0,0,36.8338386,10.106146
630000.0,0,417.0,4.0,2.0,0,0,0,0,1,0,0,0,0,0,0,36.8142752,10.1374251
1900000.0,0,500.0,5.0,4.0,0,1,0,2,1,0,0,0,1,1,1,36.8334618,10.1708613
349999.0,0,220.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,36.8237415,10.0960637
1990000.0,0,711.0,16.0,7.0,0,0,0,3,1,1,1,0,0,0,0,36.8421942,10.1131594
95000.0,0,122.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,36.6796879,10.1570438
780000.0,0,400.0,5.0,3.0,0,0,0,2,1,0,1,0,1,1,0,36.8606537,10.2087006
800000.0,0,700.0,8.0,4.0,0,0,0,2,0,0,0,0,0,0,0,36.9685735,10.1219855
600000.0,0,385.0,5.0,2.0,0,1,0,0,1,0,1,0,0,0,0,36.8142752,10.1374251
120000.0,0,240.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,36.7708432,10.1102505
1300000.0,0,380.0,8.0,3.0,0,0,0,2,0,0,1,0,0,0,0,36.8421942,10.1131594
330000.0,0,220.0,3.0,4.0,0,0,0,3,0,0,0,0,0,1,0,36.8790882,10.327678
210000.0,1,140.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,36.8336187,10.1471736
640000.0,0,411.0,3.0,2.0,0,0,0,0,1,0,0,0,1,1,1,36.8811985,10.211819
795000.0,0,400.0,9.0,5.0,0,0,0,3,0,0,0,0,0,0,0,36.8010998,10.1095729
495000.0,0,200.0,5.0,4.0,0,0,1,1,0,0,0,0,0,1,0,36.8491478,10.2639359
1050000.0,0,550.0,12.0,4.0,0,1,1,3,1,0,1,1,0,1,0,36.83561325,10.158361532128072
850000.0,0,880.0,6.0,5.0,0,0,0,0,0,0,1,0,0,0,0,36.8142752,10.1374251
850000.0,0,416.0,6.0,4.0,0,0,0,2,1,0,1,0,1,1,0,36.8749751,10.2454267
650000.0,0,400.0,3.0,2.0,0,1,0,0,1,0,1,0,0,0,0,36.8297587,10.0128966
2500000.0,0,900.0,10.0,7.0,0,0,0,4,1,1,1,1,0,0,1,36.9535973,10.1891941
1500000.0,0,600.0,10.0,5.0,1,0,0,3,1,0,1,1,0,0,0,36.8336187,10.1471736
650000.0,0,303.0,9.0,5.0,0,1,0,3,1,0,1,0,0,0,0,36.8142752,10.1374251
900000.0,0,320.0,4.0,2.0,1,1,0,1,1,0,1,0,0,0,0,36.767891,10.2724617
2900000.0,0,4000.0,7.0,4.0,1,0,0,0,1,0,1,0,0,0,1,36.9085108,10.0425496
450000.0,0,280.0,3.0,3.0,0,1,0,3,1,0,1,0,0,0,0,36.68123,10.3784719
150000.0,0,110.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,36.7818973,10.0617881
450000.0,0,200.0,9.0,1.0,0,0,0,3,0,0,0,0,0,0,0,36.9208825,10.1371088
650000.0,0,400.0,3.0,2.0,0,1,0,0,1,0,1,0,0,0,0,36.8297587,10.0128966
280000.0,1,131.0,4.0,2.0,0,0,0,2,1,0,0,0,0,0,0,36.88266445,10.179112983298108
920000.0,0,415.0,9.0,5.0,0,1,0,2,1,0,1,0,0,0,0,36.8142752,10.1374251
247000.0,0,185.0,4.0,1.0,0,0,0,0,1,0,0,0,0,0,0,36.6987224,10.1693582
350000.0,0,265.0,5.0,2.0,0,0,0,1,1,0,1,0,0,1,0,36.68123,10.3784719
80000.0,0,120.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,36.6796879,10.1570438
545000.0,0,250.0,8.0,2.0,0,0,1,2,0,0,0,0,0,0,0,36.788045,10.0918592
1100000.0,0,2500.0,6.0,7.0,0,0,0,0,1,0,0,0,0,0,0,36.8113307,10.0947037
150000.0,0,110.0,5.0,1.0,0,0,0,2,0,0,0,0,0,0,0,34.7360179,10.7605656
838000.0,0,544.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,36.9685735,10.1219855
80000.0,0,300.0,4.0,1.0,0,0,0,0,0,0,1,0,0,0,0,36.7708432,10.1102505
1650000.0,0,510.0,3.0,2.0,0,1,1,2,1,0,1,0,0,1,0,36.8334618,10.1708613
650000.0,0,500.0,4.0,2.0,0,0,0,2,0,0,0,0,0,0,0,36.88266445,10.179112983298108
517000.0,0,517.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,36.902,10.192
460000.0,0,230.0,7.0,2.0,0,0,0,2,1,0,0,0,0,0,0,36.9535973,10.1891941
880000.0,0,443.0,8.0,4.0,0,1,0,2,1,0,1,0,0,0,0,36.8142752,10.1374251
225000.0,0,200.0,4.0,2.0,0,1,0,0,1,0,1,0,1,1,0,36.9685735,10.1219855
390000.0,0,246.0,4.0,1.0,0,0,0,0,0,0,1,0,0,0,1,36.7847164,10.1662852
700000.0,0,378.0,7.0,1.0,0,0,0,2,1,0,1,0,0,0,0,36.7703354,10.2315885
1560000.0,1,312.0,3.0,3.0,0,1,0,2,1,0,0,0,1,1,0,36.8455252,10.2708553
650000.0,0,500.0,8.0,4.0,0,0,0,2,0,0,0,0,0,0,0,36.88266445,10.179112983298108
290000.0,0,143.0,3.0,1.0,0,1,0,0,1,0,0,0,0,0,0,36.8142752,10.1374251
370000.0,0,299.0,5.0,2.0,0,0,0,2,1,0,0,0,0,1,0,36.68123,10.3784719
890000.0,0,400.0,9.0,5.0,0,1,0,2,1,0,1,0,0,0,0,36.788045,10.0918592
1600000.0,0,575.0,5.0,3.0,0,0,0,2,0,0,0,0,0,0,0,36.8423974,10.1571247
540000.0,0,345.0,4.0,1.0,0,1,0,0,1,0,1,0,0,0,0,36.8113307,10.0947037
800000.0,1,280.0,6.0,4.0,1,0,0,3,0,0,1,0,0,0,0,36.8749751,10.2454267
1500000.0,0,1220.0,10.0,5.0,1,1,0,4,1,0,1,0,0,0,0,36.7897886,10.1707683
80000000.0,0,150.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,36.9535973,10.1891941
320000.0,0,500.0,4.0,2.0,0,0,0,0,0,0,1,0,0,0,0,33.8439408,9.400138
980000.0,0,634.0,5.0,4.0,0,1,0,2,0,0,0,0,0,0,0,36.8749751,10.2454267
510000.0,0,395.0,3.0,2.0,0,1,0,0,0,0,0,0,1,1,0,36.68123,10.3784719
320000.0,0,180.0,5.0,1.0,0,0,0,2,1,0,0,0,0,0,0,36.7818973,10.0617881
460000.0,1,170.0,4.0,2.0,0,1,1,2,1,0,1,0,1,1,0,36.767891,10.2724617
650000.0,0,498.0,7.0,2.0,0,0,0,2,1,0,1,0,0,0,0,36.742946,10.2507635
11800000.0,0,2500.0,8.0,6.0,0,0,0,2,1,0,0,1,0,0,1,36.8710935,10.3490516
540000.0,0,184.0,3.0,1.0,0,0,0,0,0,0,1,0,0,0,0,36.767891,10.2724617
300000.0,0,160.0,3.0,2.0,0,0,0,0,0,0,0,0,1,1,0,36.767891,10.2724617
850000.0,0,480.0,13.0,3.0,0,1,1,2,0,0,0,0,0,0,0,36.8606537,10.2087006
449000.0,0,336.0,8.0,4.0,0,0,0,2,1,0,1,0,0,1,0,36.8790882,10.327678
500000.0,0,208.0,4.0,2.0,0,0,0,2,0,0,0,0,0,0,0,33.8439408,9.400138
150000.0,1,100.0,3.0,1.0,0,0,0,2,1,0,0,0,0,0,0,36.6796879,10.1570438
360000.0,1,265.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,36.8606537,10.2087006
650000.0,0,498.0,7.0,2.0,0,0,0,1,1,0,1,0,0,0,0,36.742946,10.2507635
400000.0,0,200.0,7.0,3.0,0,1,0,3,0,0,0,0,0,0,0,36.767891,10.2724617
170000.0,0,160.0,4.0,2.0,0,0,0,2,0,0,0,0,0,0,0,33.8439408,9.400138
1200000.0,0,400.0,5.0,3.0,0,0,0,2,0,0,1,0,0,0,1,36.8749751,10.2454267
800000.0,0,413.0,8.0,6.0,0,0,0,1,0,0,0,0,0,0,0,36.767891,10.2724617
1150000.0,0,450.0,7.0,5.0,0,1,0,2,1,0,1,0,0,1,0,36.83561325,10.158361532128072
305000.0,0,140.0,2.0,1.0,1,1,0,1,0,0,0,0,1,1,0,36.7404497,10.3029461
1480000.0,0,465.0,4.0,3.0,0,1,0,1,0,0,1,0,1,1,1,36.8749751,10.2454267
220000.0,0,140.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,36.7188,10.3377872
1000000.0,1,284.0,5.0,3.0,0,1,0,3,1,1,0,0,1,1,1,36.9051527,10.2982512
180000.0,0,100.0,5.0,2.0,0,0,0,2,1,0,0,0,0,0,0,36.7189536,10.3642733
350000.0,0,480.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,35.15881,8.8307812
800000.0,0,485.0,6.0,2.0,0,0,0,0,1,0,0,0,0,0,0,36.7188,10.3377872
300000.0,0,170.0,5.0,1.0,0,0,0,0,0,0,0,0,0,1,0,33.8439408,9.400138
220000.0,0,200.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,36.7847055,10.1800669
1269000.0,0,500.0,5.0,3.0,1,1,0,2,0,0,1,0,1,0,0,36.8811985,10.211819
360000.0,0,227.0,4.0,1.0,0,0,0,0,1,0,1,0,0,0,0,36.8749751,10.2454267
990000.0,0,440.0,6.0,4.0,0,1,1,3,1,0,1,0,0,0,0,36.8668995,10.15447030677053
800000.0,0,330.0,5.0,4.0,0,0,0,3,0,0,1,0,1,1,0,36.83561325,10.158361532128072
