id,prix_df_results,prix_df_final
692c96b7265523b710ed9e4b,1100.0,1100000.0
692c3a2d145e1617cbae4e4e,150000,150000.0
692c7b373f69a851e0bb46f6,0,0.0
690a2e8e6490817594e37938,0,0.0
692b543c145e1617cbae18b7,0,260.0
68deb88a6c505afdc05cbd39,0,838000.0
692c34c13872f35e61c47bf9,0,525.0
692b6623145e1617cbae1f36,0,450.0
692c5102265523b710ed81a1,0,275.0
692c3a30265523b710ed7815,80000,80000.0
692c7acc145e1617cbae686e,1650000,1650000.0
692c5f46265523b710ed87d0,0,650000.0
692c3a86265523b710ed783a,517000,517000.0
6913a608145e1617cba3b68f,460000,440000.0
6711244e1cde9a414fa9438c,880000,880000.0
6929f0a6265523b710ecc5e6,0,225000.0
69221023145e1617cbaa981b,380000,390000.0
6929822e145e1617cbad6a9d,0,700000.0
67b83bbbbf049e957eabc6ff,0,0.0
6929ab43f6824a8059169b08,0,1560000.0
687237fed5464a896ca9c97d,0,650000.0
681f3268a9299683d0a944d0,290000,290000.0
6929d4b9145e1617cbad90e4,0,370000.0
6929e4c2265523b710ecc196,0,220.0
68da6ea974e03a77e7ab8414,890000,890000.0
68023682c1f8f57898db1d01,1600,1600000.0
68e52f0fe7035d31a41187b4,540000,540000.0
691d77e8265523b710e77703,0,800000.0
692ac16d265523b710ed0210,0,1500000.0
6929a2287c1b75e049921517,80000000,80.0
69289a3b265523b710ec4739,0,320000.0
690b66948e4e0e4acb5ddcfa,0,980000.0
68d3fad507c7711d7c74a01a,0,510000.0
69295c0c145e1617cbad57ca,0,1.0
68b0848a82a3d05f2394ce9b,0,320000.0
6929020b145e1617cbad4952,0,0.0
692883d9465e3fc37e6e85d3,0,1120.0
6928761a265523b710ec3550,460000,460000.0
69273820145e1617cbaca2eb,0,650000.0
69280ffb265523b710ec0673,11800000,11800000.0
692733bd265523b710ebc9a1,540,540000.0
6926055d145e1617cbac456f,0,160.0
69272fd8265523b710ebc816,300,300000.0
69282dee265523b710ec164b,850000,850000.0
687907d5d5464a896caec9be,0,-1.0
692750c1265523b710ebd53d,0,0.0
6911f87a145e1617cba29128,0,0.0
6926c6d6265523b710eb9996,0,170.0
69245c18265523b710eacfb7,0,0.0
6925b7ee265523b710eb4afb,0,140000.0
68714f13d5464a896ca94e2b,0,449000.0
6924d0df145e1617cbabdcac,500000,500.0
6924a80a6e0dc7ea5e33db7f,0,1.0
69248e2e145e1617cbabbf4d,0,150000.0
692479bdda5d3acb89b35102,0,360000.0
692588bf9ae0bfe01c80f03a,0,650000.0
6925c6ca145e1617cbac2a33,0,400000.0
69257b7f265523b710eb2e41,0,135.0
6924c483145e1617cbabd730,0,170000.0
68cc022f07c7711d7c6f9bbc,1200000,1.0
69258131c988d694371576d3,0,800000.0
69208016265523b710e910ad,0,1150000.0
6925cae5265523b710eb53c8,305000,305000.0
691d98c8265523b710e79005,0,1480000.0
692456fe145e1617cbaba560,0,199.0
69233b04265523b710ea494c,0,220000.0
6924295a265523b710eab74d,0,1111.0
690f55a6145e1617cba01645,0,1000000.0
6921e69d265523b710e9a9c9,0,180000.0
6922ce19265523b710e9ffaa,0,350000.0
69232d0b265523b710ea4000,100000,100000.0
6922e924265523b710ea11e8,0,800000.0
6921f784145e1617cbaa89ff,0,11111.0
6922fd00265523b710ea1f6f,0,300000.0
6922fd3b265523b710ea1f87,0,220000.0
68d5810107c7711d7c7592a3,0,1269000.0
6923416c145e1617cbab242d,0,600.0
6923254e145e1617cbab111b,0,200.0
68d7d777516f1ddb82e469fe,0,1.0
6807ce86c5beda2b51cd3ea9,0,360000.0
69206796145e1617cba9d34a,0,250.0
69203646265523b710e8dd69,0,990000.0
69204a01145e1617cba9c155,800000,800000.0
67e133cbca3467b14e6bbf19,730000,730000.0
68c54779e33e2deec930a3a7,670000,670000.0
690f4918145e1617cba00725,0,720000.0
685acae7d5464a896c9a33e8,495000,495000.0
69208d23265523b710e91ab5,0,1450000.0
692159df145e1617cbaa3b9b,320,320.0
68c67604516f1ddb82d9aed5,2400000,2400000.0
680cec92c1f8f57898e2b0ad,0,1190000.0
69201720145e1617cba99f46,15000,14998.0
69202ea9265523b710e8d6d2,1500000,1500000.0
691ee542145e1617cba9091a,0,440000.0
687e457bd5464a896cb25ddf,0,780000.0
691f6712145e1617cba969fe,0,120000.0
68d169e607c7711d7c730412,3200000,3200000.0
691e3430265523b710e7f72c,0,250.0
691e9ee2265523b710e81410,0,350.0
68e0ed05e7035d31a40efdc3,720000,720000.0
691f3f6b265523b710e876ef,0,220.0
67e8801cfd1c6385be402a99,450000000,1234.0
68dabe27516f1ddb82e61aa0,650000,650000.0
691df5be265523b710e7cd6c,250,250.0
691de5be145e1617cba89674,1630000,1630000.0
691daadd145e1617cba86e7c,740000,740000.0
691cb0eb265523b710e737df,1200000,1200000.0
68ac333f032c2f257217fe08,0,1.0
691ca55f265523b710e73151,0,375000.0
691df9f0265523b710e7d00b,150000000,150.0
691cd6fc265523b710e74d62,270,265.0
68c034e3985e647fd0eb576f,450000,449999.0
691da0284730c4e48bb141f7,2499000,2499.0
691ca173265523b710e72f51,500,480.0
691d93f3145e1617cba85eae,0,450000.0
68dab54c07c7711d7c789803,990000,989999.0
691c9da5145e1617cba80263,0,150.0
691d7dee265523b710e77a98,0,280.0
691b71ba145e1617cba78fc6,0,1200000.0
691c66e8145e1617cba7f06d,0,248000.0
68e6781ee7035d31a4124dce,0,3500000.0
68b859b1df9d8936c105e877,0,500000.0
691b50ef145e1617cba77c19,0,350000.0
691b49bd265523b710e6a2aa,880000,880000.0
6877602dd5464a896cad6946,0,1137497.0
691ba5e0145e1617cba7b0b0,0,11111.0
691b6999265523b710e6b567,0,195000.0
691ad3e3265523b710e64bd8,120000,100000.0
691a3085265523b710e61b71,740000,740000.0
6919d354145e1617cba6b13a,0,450000.0
6919f17a145e1617cba6c3ee,0,350.0
6919be9c145e1617cba6a521,0,105.0
68f3ccbfd0d95991e1ffc96b,0,525000.0
6839b4f8a2a7af1206228b9f,235000,235000.0
691aeb06145e1617cba73050,0,210.0
691a0161265523b710e5f89b,0,0.0
68ed15b33e7ffb8ac15a1513,300000,300000.0
6919d1bf265523b710e5dc28,0,120.0
691b2548145e1617cba75c19,0,0.0
6909be168e4e0e4acb5ce594,0,1.0
691a1b8c145e1617cba6df86,0,1.0
691a0b16145e1617cba6d3a1,0,4350000.0
691777ad145e1617cba5b4eb,200,200000.0
6918c4d9145e1617cba64b76,0,170000.0
69184844145e1617cba60458,0,0.0
69178fb6145e1617cba5c754,0,0.0
691740a9265523b710e4b921,0,370000.0
6918c609145e1617cba64c1a,0,185.0
6917d30e265523b710e51188,0,300000.0
681c7882c5beda2b51db4243,0,950000.0
691777f5145e1617cba5b51d,0,180.0
69177e1a265523b710e4e427,0,450.0
6918f129265523b710e59284,260000,260000.0
687901c9d5464a896caec3f1,0,520000.0
69173e59145e1617cba58d45,0,480000.0
69170738145e1617cba56486,365000,365000.0
691605d5145e1617cba4edf4,0,550000.0
69173c4d265523b710e4b581,220,220.0
69162d69145e1617cba50a7f,0,450000.0
69166cf3145e1617cba52f5d,0,95.0
6916ed63265523b710e47ac7,670,670000.0
691726bc145e1617cba57b16,0,450000.0
6917009b265523b710e489dc,3.5,3500000.0
69173d90265523b710e4b6a1,0,1.0
6915f90f145e1617cba4e579,0,0.0
6916ec51265523b710e479ff,750000,750000.0
69161a87145e1617cba4fd40,0,700.0
68b5bc74711369bbe4f5d7db,540000,540000.0
68daba12516f1ddb82e61775,1200000,1200000.0
6915ea90265523b710e4032e,0,410000.0
68dd52fd516f1ddb82e7adf0,0,850000.0
69159097145e1617cba49533,0,0.0
6914f1ed145e1617cba46b99,0,250000.0
6915ab57265523b710e3d255,0,680000.0
6914de96145e1617cba45d2f,0,0.0
6915a1f6265523b710e3caaf,0,0.0
6915c5e9265523b710e3e950,0,280001.0
6915c499265523b710e3e83c,0,130000.0
691593c8265523b710e3c08e,0,380.0
69120249145e1617cba2a051,200000000,200000.0
68f77072c2818064df214a8b,0,1350000.0
691490f2265523b710e35064,0,210000.0
691464e1145e1617cba4042a,265,265000.0
691374d3145e1617cba3904c,0,300000.0
69139fee265523b710e2d95e,990000,990000.0
691471ec265523b710e338a5,0,0.0
68d2f127516f1ddb82e18c68,0,250000.0
69143074145e1617cba3e1f4,0,3700.0
6913b301265523b710e2e752,0,0.0
69134ad9265523b710e299de,0,1.0
690dc720145e1617cb9e7364,0,250000.0
69144225265523b710e31218,1800000,1800000.0
68a83bb682a3d05f238f4d7a,0,350000.0
6912fb10145e1617cba33409,0,320000.0
68fb357ad0d95991e103d186,720000,720000.0
682c4fcc6e84e888afbf0b21,400000,400000.0
67c5850a93928ac5bc159498,550000,550000.0
69131848145e1617cba34c00,0,0.0
69132200265523b710e27ada,0,950000.0
6912fff2145e1617cba33760,0,450.0
6839cc94a2a7af120622a17f,0,1425000.0
6911f071145e1617cba2852e,95000,93.0
690a0da56490817594e35f0e,850,850000.0
691319b7145e1617cba34d14,0,800000.0
6911e8df145e1617cba27a27,0,1150000.0
69130758145e1617cba33d49,0,680000.0
68cc183907c7711d7c6fb0de,0,740000.0
6911ae5c145e1617cba21baf,0,600.0
6911bb8d145e1617cba232ec,0,0.0
6906320d8e4e0e4acb5afd2d,0,480000.0
6911aed9145e1617cba21c99,0,680000.0
6911c583145e1617cba2450a,0,29665731.0
6911c2d1145e1617cba23fc1,130,130000.0
68f62269d0d95991e100ffd5,750,750000.0
68f37fa8b756576ab40342f9,0,790000.0
6911e653145e1617cba2766a,0,250000.0
6911db23145e1617cba26440,0,180.0
688cc987fde7ee723b411760,0,1.0
6911d1b7145e1617cba25705,0,0.0
6911e559145e1617cba27501,2200,2199.0
69106b3c145e1617cba0fb2a,0,0.0
68baaf49c4782c5427abea7e,0,760000.0
6911cfbe145e1617cba25424,0,0.0
690e2a70145e1617cb9efa09,0,360000.0
690e4c41145e1617cb9f2b12,0,845000.0
690fa0b1145e1617cba076e3,0,70000.0
690eedef145e1617cb9f9aab,90000,90000.0
690f2d94145e1617cb9fe623,0,320000.0
690e09e4145e1617cb9ecfa4,0,170000.0
690efe4b145e1617cb9fa975,0,330.0
690f1e88145e1617cb9fd327,0,0.0
690fc153145e1617cba0a1b6,0,2500.0
690f1557145e1617cb9fc6b4,0,2000000.0
68aed70f82a3d05f23939363,0,1.0
690c5a688e4e0e4acb5e45e8,0,0.0
690cba9c8e4e0e4acb5e8d8f,0,700000.0
690c887f6490817594e4a41e,550000,550000.0
690dd6f1145e1617cb9e8af8,440,440.0
690c8a3a6490817594e4a55a,0,297000.0
690ce10b8e4e0e4acb5ea63e,0,1100.0
690db1c3145e1617cb9e52a7,195000,194998.0
68ac283541fb09fcf7da21e1,4100000,4100000.0
686689a8d5464a896ca1f027,0,1150000.0
690ca74a8e4e0e4acb5e7f80,0,1700.0
68bee3f2c4782c5427ae7d6e,20236000,1230000.0
690c49db6490817594e47603,0,140.0
68ee988153fa6375757c7796,0,230000.0
690bc08f6490817594e44fcc,0,200000.0
690b48948e4e0e4acb5dc888,0,600.0
68da933e516f1ddb82e5f343,0,6000000.0
690a3c246490817594e382d0,0,1000.0
690b16088e4e0e4acb5da1b4,0,280000.0
67c03a5faf2813f8075b63aa,0,2150000.0
690bc3756490817594e4517a,0,485000.0
690a2cfa8e4e0e4acb5d3f83,0,1250000.0
68bf01dd985e647fd0ea9d59,0,1050000.0
690bbee06490817594e44ebf,890000,890000.0
690b331b8e4e0e4acb5db881,0,1180000.0
6909c6ca8e4e0e4acb5ced09,0,460000.0
6909f6536490817594e34c2d,0,0.0
6908bba28e4e0e4acb5c5dc2,0,4250000.0
690881a31f77ff74fcddffd5,0,900000.0
6909e4bd8e4e0e4acb5d05fa,950000,950000.0
6909c8cf8e4e0e4acb5ceeca,420000,420000.0
6909db148e4e0e4acb5cfd53,0,2900000.0
676aba96f39faeaa98c0bc8a,0,-2.0
68d16eee516f1ddb82e089de,212000,212000.0
6908f15a8e4e0e4acb5c8610,0,115.0
690941706490817594e2f22f,245000000,245.0
690755478e4e0e4acb5b805f,4000000000,4000.0
6907075f6490817594e18cce,0,690000000.0
690878798e4e0e4acb5c2465,195000,195000.0
690615686490817594e125ea,0,0.0
690603f78e4e0e4acb5ae034,70000,70.0
6905eddf8e4e0e4acb5ad1d7,0,0.0
69072f728e4e0e4acb5b6626,0,1350000.0
69050c096490817594e0ad88,0,370000.0
6904bb318e4e0e4acb5a3602,0,0.0
6903cba9d0d95991e1088e1d,0,52290860.0
69037426d0d95991e1084e93,0,0.0
69037a0fd0d95991e10852f6,720000,720000.0
690472d78e4e0e4acb59fb36,0,155.0
690480ad6490817594e041d2,0,530000.0
68cd65da07c7711d7c707d72,0,850000.0
6904f2a48e4e0e4acb5a6015,0,0.0
6904d8638e4e0e4acb5a4dd1,0,300000.0
69037beed0d95991e1085487,1150000,1150000.0
6900a086b756576ab40a6208,0,650000.0
69031ec9d0d95991e108098d,0,160.0
68dd3de707c7711d7c7a1fa4,0,1.0
6902007fb756576ab40b2cb3,0,395000.0
6901ff43d0d95991e1077a48,150000,150000.0
6903097ab756576ab40bb0ed,0,0.0
68e3a1786c505afdc05f786e,0,830000.0
690089a3d0d95991e1069da7,0,480000.0
69022974d0d95991e1079a6c,750,750000.0
69033381b756576ab40bcbfe,0,0.0
67347bd83c20a99fb54edfff,0,0.0
690110c3d0d95991e10708a7,0,1.0
68f6242a5709529b94aa45f4,0,0.0
68b2cce6df9d8936c1026f38,275000,275000.0
6901109fd0d95991e1070888,0,320000.0
68f908b7b756576ab40659b2,0,0.0
68ff80c1d0d95991e106196e,0,150.0
68d678dd516f1ddb82e3923c,0,1900000.0
68ff616ed1363f4f82bbfe8f,0,0.0
68a5d83fccec382a0d7187f6,0,1320000.0
68ffa954b756576ab409e5f5,0,850.0
68ff75f5a8da4ccab904ef3f,1280000,1280000.0
690089ced0d95991e1069dce,0,0.0
68fe7a13d0d95991e105a427,2050,2050.0
68fe56e3d0d95991e1058a3f,0,90000.0
68fd4210d0d95991e1050f92,300000,300000.0
68c82f9b07c7711d7c6d4a7b,0,380000.0
68ff3224d0d95991e105e691,600000,600000.0
68fe78d2b756576ab4094f1f,0,245000.0
6839aaeea2a7af1206228286,1400000,1400000.0
68fcf49ed0d95991e104d8f7,0,1200.0
68f6215c5709529b94aa446a,0,385000.0
68fe692ad0d95991e10596a9,620000,620.0
68ff5711d0d95991e105fe2f,0,33333.0
68fd281ed0d95991e104fb7b,0,0.0
68c055c9c4782c5427af745d,900000000,900000.0
68fa475dd0d95991e10360b3,420000,420000.0
68fbca9dd0d95991e10443a4,275000,265000.0
68fa4174b756576ab4070824,0,460000.0
68fb89f4b756576ab407c03e,0,220.0
