id,surface_df_results,surface_df_final
68ff75f5a8da4ccab904ef3f,440.0,440.0
690089ced0d95991e1069dce,0.0,1.0
68fe7a13d0d95991e105a427,262.0,298.0
68fe56e3d0d95991e1058a3f,110.0,110.0
68fd4210d0d95991e1050f92,257.0,257.0
68c82f9b07c7711d7c6d4a7b,0.0,210.0
68ff3224d0d95991e105e691,325.0,325.0
68fe78d2b756576ab4094f1f,0.0,113.0
6839aaeea2a7af1206228286,700.0,700.0
68fcf49ed0d95991e104d8f7,400.0,652.0
68f6215c5709529b94aa446a,0.0,330.0
68fe692ad0d95991e10596a9,200.0,225.0
68ff5711d0d95991e105fe2f,0.0,130.0
68fd281ed0d95991e104fb7b,0.0,1.0
68c055c9c4782c5427af745d,350.0,910.0
68fa475dd0d95991e10360b3,300.0,300.0
68fbca9dd0d95991e10443a4,200.0,300.0
68fa4174b756576ab4070824,0.0,164.0
68fb89f4b756576ab407c03e,0.0,100.0
68fb3cbdd0d95991e103d7d0,520.0,614.0
68fb77d2b756576ab407b157,0.0,140.0
68fc943ed0d95991e1049642,0.0,68.0
68fa4131b756576ab40707ea,100.0,100.0
68fa2138b756576ab406ed2d,0.0,210.0
68f8bc9bb756576ab4062074,207.0,207.0
68f8b534d0d95991e1027066,257.0,257.0
67a3310becbb2843cb40b8a2,0.0,410.0
68f7af7fb756576ab40599ca,0.0,156.0
67f1223fca3467b14e74bb2e,92.0,92.0
68f8f378d0d95991e1029f56,156.0,156.0
68f896c7d0d95991e10255ea,200.0,460.0
68f8de7fd0d95991e1028efe,223.0,223.0
68fa002ad0d95991e10325e5,600.0,482.0
68f8b017b756576ab4061690,218.0,325.0
68f911f2d0d95991e102b513,150.0,1.0
68f65b1bb756576ab404db87,0.0,200.0
68f612c0b756576ab4049ee3,345.0,345.0
68f62909d0d95991e10104a8,96.0,96.0
68f772add0d95991e101bf4f,400.0,400.0
685bbb7fd5464a896c9ab66a,0.0,80.0
68f67681d0d95991e101462e,120.0,75.0
68f60e376bcfa867f54df90c,160.0,160.0
68f767c7b756576ab4056273,110.0,300.0
68f621ca5709529b94aa44ad,0.0,368.0
68d5202207c7711d7c753fd1,300.0,350.0
67372ba70d8480a1e00ef3ca,0.0,188.0
68f62ca4223685127da5dc28,90.0,510.0
68dd1e6307c7711d7c7a02cf,243.0,110.0
68f74d23b756576ab4054960,442.0,160.0
68f6218fb756576ab404a884,525.0,525.0
68f3c472d0d95991e1ffc40d,0.0,140.0
68f3c9a4d0d95991e1ffc7bc,108.0,108.0
68f4fb37b756576ab4041570,0.0,105.0
68f39052b756576ab4034f73,0.0,77.0
68f4cb1bb756576ab403f432,111.0,111.0
68f37bd9b756576ab403401a,0.0,530.0
68b05729032c2f25721acfc8,302.0,302.0
68dfa6fc6c505afdc05d351a,166.0,167.0
68f54f9b816f69e252eef1e9,200.0,200.0
6899be15dbb2ce981b9cf356,0.0,240.0
68f609a9d0d95991e100f00c,200.0,300.0
68f57f64d0d95991e100c2b1,0.0,
68f4c6e37affbf2b037c5233,86.0,86.0
685c4494d5464a896c9b3963,240.0,240.0
68f5f69bd0d95991e100e3fb,0.0,400.0
68f53713d0d95991e1009853,150.0,150.0
68f229e5b4ca0f9adbcc9d9b,342.0,200.0
68f263dcb756576ab402b907,270.0,270.0
68f222acb4ca0f9adbcc99ad,500.0,220.0
68f115b953fa6375757df27d,452.0,452.0
68f22d1bb756576ab4028f62,170.0,170.0
68f0dc5753fa6375757dbefc,0.0,164.0
68f35dbbb756576ab4032af8,1000.0,1000.0
68f24ec1b756576ab402a7fa,220.0,220.0
68cbe488516f1ddb82dd0166,525.0,525.0
68f25174b756576ab402aa14,0.0,800.0
68f0e26b3e7ffb8ac15c4bcc,0.0,80.0
68f00f0853fa6375757d5bd9,0.0,152.0
68efbcbb53fa6375757d1578,0.0,128.0
68ef676e3e7ffb8ac15b5560,0.0,56844910.0
68f0b3cb3e7ffb8ac15c2167,0.0,120.0
68ef58af3e7ffb8ac15b4aaa,100.0,100.0
68ef46f43e7ffb8ac15b4205,250.0,250.0
685f07e5d5464a896c9cfb9b,200.0,140.0
68eed2ac3e7ffb8ac15b2841,196.0,196.0
68246dd6a9299683d0ac6389,0.0,460.0
68ee5fb43e7ffb8ac15ad3cf,200.0,200.0
68ed119f3e7ffb8ac15a11b6,0.0,203.0
68ee6b623e7ffb8ac15add98,165.0,285.0
68ee3cf453fa6375757c2f06,250.0,250.0
68714cd994cd0376dcdba0fc,0.0,652.0
68eeb39c3e7ffb8ac15b12bf,0.0,250.0
68e60b80e7035d31a411f273,0.0,224.0
68aecc8482a3d05f239388f2,0.0,160.0
68ed07c953fa6375757b81c6,370.0,370.0
68ef2e353e7ffb8ac15b3a57,160.0,160.0
68ee259dabda4e1dc402d785,0.0,300.0
68ee6c7753fa6375757c5746,0.0,240.0
68daac64516f1ddb82e60bab,414.0,414.0
68eba12853fa6375757abc7b,0.0,5000.0
68ecd72e53fa6375757b5e2b,140.0,140.0
68eac37d3e7ffb8ac158ef02,0.0,130.0
68ebd4653e7ffb8ac1596bb6,0.0,1.0
68eccb613e7ffb8ac159de75,156.0,156.0
68ead21053fa6375757a7086,0.0,250.0
68ece8a83e7ffb8ac159f202,108.0,108.0
68ebe87753fa6375757af28c,213.0,213.0
68ecc2683e7ffb8ac159d8ee,200.0,200.0
68eb8c573e7ffb8ac159345b,110.0,110.0
68eb626653fa6375757a92eb,60.0,60.0
680b6d33c5beda2b51cfb861,280.0,290.0
68ecad593e7ffb8ac159cb2b,300.0,363.0
68ecbb597c2836ef658b30dd,0.0,371.0
68a4757cccec382a0d70727c,220.0,330.0
68ea9c1353fa6375757a48e6,100.0,100.0
68ecd04b3e7ffb8ac159e157,0.0,222.0
68eab56653fa6375757a5c92,105.0,105.0
68e8ce993e7ffb8ac157b678,0.0,1.0
68b59618711369bbe4f5af47,350.0,4700.0
68ea643c3e7ffb8ac158a974,267.5,290.0
68a5a2373398639ecd901772,240.0,300.0
6821bee8cb21b3571b421e92,388.0,388.0
68e8ca4153fa637575792998,480.0,480.0
68e95a623e7ffb8ac1582842,0.0,200.0
68a70dcd3398639ecd911c7a,0.0,210.0
68ea8d143e7ffb8ac158c631,217.0,217.0
68e822413e7ffb8ac15777bb,132.0,198.0
68b85c0f711369bbe4f78474,0.0,64.0
68ea3ea353fa6375757a0495,250.0,250.0
68e68278e7035d31a41257b9,240.0,1000.0
68e69128e7035d31a412632e,360.0,642.0
68e681fe6c505afdc0614b43,280.0,700.0
68d691ca516f1ddb82e3a5cd,0.0,350.0
68e681966c505afdc0614ada,200.0,200.0
68e7e1773e7ffb8ac1574508,169.0,167.0
68e681806c505afdc0614ac8,103.0,103.0
68e68ed5e7035d31a4126176,200.0,200.0
68e69b64e7035d31a4126b33,0.0,400.0
68e6815f6c505afdc0614aa7,800.0,800.0
68e69a17e7035d31a4126a59,0.0,
68e6fdab6c505afdc061a3a5,0.0,150.0
67922fdcc572f8fd2af6f920,450.0,450.0
