,id,url,titre,categorie,gouvernorat,neuf,source
363,363,https://www.tayara.tn/item/appartements/sousse/akouda/immeuble-en-vente/69386f8fcd04d08be7484662/,Immeuble en vente,Appartements,Sousse,False,tayara
364,364,https://www.tayara.tn/item/maisons-et-villas/sousse/kala-kebira/villa-en-vente/69386df6cd04d08be748456f/,Villa en vente,Maisons et Villas,Sousse,False,tayara
365,365,https://www.tayara.tn/item/maisons-et-villas/sousse/akouda/maison-en-vente/69386a58cd04d08be748433a/,Maison en vente,Maisons et Villas,Sousse,False,tayara
366,366,https://www.tayara.tn/item/appartements/nabeul/hammam-ghezze/appartement-200-mtres-de-plage-hammam-ghzeez/66ed98f367b755ba922c50de/,Appartement  à 200 mètres de plage Hammam ghzeez,Appartements,Nabeul,False,tayara
367,367,https://www.tayara.tn/item/maisons-et-villas/ariana/ghazela/-el-ghazela-vendre-une-villa/693856cb8914daae5198b171/,📍 EL GHAZELA : À VENDRE UNE VILLA,Maisons et Villas,Ariana,False,tayara
368,368,https://www.tayara.tn/item/appartements/tunis/le-bardo/s2-de-116-m-cit-rommana/693855fb8914daae5198b0f3/,S+2 de 116 m² à Cité Rommana,Appartements,Tunis,False,tayara
369,369,https://www.tayara.tn/item/appartements/tunis/tunis/a-vendre-s2-a-la-soukra/68e3e1346c505afdc05fab47/,A vendre s+2  a la soukra,Appartements,Tunis,False,tayara
370,370,https://www.tayara.tn/item/maisons-et-villas/sfax/route-gremda/15-/69385164cd04d08be74834d2/,1.5منزل للبيع – طريق قرمدة كلم,Maisons et Villas,Sfax,False,tayara
371,371,https://www.tayara.tn/item/maisons-et-villas/nabeul/klibia/villa-371-m-cit-riadh-kelibia/686541da94cd0376dcd36242/,Villa 371 m² à cité Riadh Kelibia,Maisons et Villas,Nabeul,False,tayara
372,372,https://www.tayara.tn/item/appartements/sousse/sahloul/s3-directe-promoteur-sahloul-4/68f623f9d0d95991e10100db/,(S+3) Directe Promoteur à Sahloul 4,Appartements,Sousse,False,tayara
373,373,https://www.tayara.tn/item/appartements/sousse/kantaoui/s1-kantaoui-direct-promoteur-prs-de-la-mer/68d112c407c7711d7c72b2dd/,"(S+1) à kantaoui, Direct Promoteur, Prés de la Mer",Appartements,Sousse,False,tayara
374,374,https://www.tayara.tn/item/appartements/sousse/sousse-riadh/s2-cit-riadh-5/68b2e5a9711369bbe4f41e37/,(S+2)  à Cité Riadh 5,Appartements,Sousse,False,tayara
375,375,https://www.tayara.tn/item/maisons-et-villas/sousse/kala-kebira/maison-kala-kbira-dans-un-quartier-rsidentiel/69345a99cd04d08be74678cb/,"Maison à Kalàa Kbira, dans un quartier résidentiel",Maisons et Villas,Sousse,False,tayara
376,376,https://www.tayara.tn/item/appartements/sousse/kantaoui/s3-kantaoui-avec-place-de-parking/691b5059265523b710e6a6b7/,(S+3)  à Kantaoui   avec  Place de  Parking,Appartements,Sousse,False,tayara
377,377,https://www.tayara.tn/item/maisons-et-villas/sousse/hammam-sousse/villa-inacheve-hammam-sousse/6915cdd9265523b710e3efa4/,Villa inachevée à Hammam Sousse,Maisons et Villas,Sousse,False,tayara
378,378,https://www.tayara.tn/item/maisons-et-villas/nabeul/dar-chabane-el-fehri/-22009303/692ee38c265523b710ee804e/,𝐀̀ 𝐕𝐞𝐧𝐝𝐫𝐞 – 𝐄́𝐭𝐚𝐠𝐞 𝐝𝐞 𝐕𝐢𝐥𝐥𝐚 𝐒+𝟐 / 22009303,Maisons et Villas,Nabeul,False,tayara
379,379,https://www.tayara.tn/item/appartements/tunis/tunis/a-vendre-un-appartement-en-s0-au-lac-2/68da567100fb1d52959e9073/,A vendre un appartement en s0 au lac 2,Appartements,tunis,False,tayara
380,380,https://www.tayara.tn/item/maisons-et-villas/sousse/m-saken/maison-s3-vendre/693843a78914daae5198a6a4/,Maison s+3 à vendre,Maisons et Villas,Sousse,False,tayara
381,381,https://www.tayara.tn/item/appartements/sousse/sousse-riadh/vente-appartement-sousse/693843148914daae5198a63b/,Vente appartement à Sousse,Appartements,Sousse,False,tayara
382,382,https://www.tayara.tn/item/appartements/nabeul/hammam-ghezze/appartements-2me-position-plage-hammam-ghzeez/689db450dbb2ce981b9f4f7e/,Appartements  2ème position  plage Hammam Ghzeez,Appartements,Nabeul,False,tayara
383,383,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/villa-nour-jaafar/69383cf6cd04d08be74827dc/,VILLA NOUR JAAFAR,Maisons et Villas,tunis,False,tayara
384,384,https://www.tayara.tn/item/appartements/nabeul/mrezga/remise-des-cls-fin-2025-a-vendre-un-s1-en-cours-de-finition-afh-mrezga-nabeul/68d7a9dc516f1ddb82e44247/,Remise des clés fin 2025 : A Vendre un S+1 en cours de finition à AFH Mrezga Nabeul,Appartements,Nabeul,False,tayara
385,385,https://www.tayara.tn/item/appartements/ariana/la-soukra/s1-et-s2-direct-promoteur/692d89f7265523b710eded6b/,S1 et S2 direct promoteur,Appartements,Ariana,False,tayara
386,386,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/a-vendre-une-villa-s3-rdc-hammamet-sud-27246302/693838efcd04d08be748247a/,A Vendre une villa S+3 RDC  à Hammamet Sud 27246302,Maisons et Villas,tunis,False,tayara
387,387,https://www.tayara.tn/item/appartements/nabeul/nabeul/a-vendre-duplex-s2-avec-jardin-sidi-mahersi-nabeul/692dbd1d145e1617cbaee12a/,"A vendre Duplex S+2 avec jardin à Sidi Mahersi, Nabeul",Appartements,Nabeul,False,tayara
388,388,https://www.tayara.tn/item/appartements/nabeul/nabeul/a-vendre-appartement-s1-vue-mer-nabeul/692d934b145e1617cbaec970/,A vendre appartement S+1 vue mer à Nabeul,Appartements,Nabeul,False,tayara
389,389,https://www.tayara.tn/item/appartements/nabeul/nabeul/a-vendre-appartement-duplex-s1-afh-mrezga-nabeul/692ef7a9265523b710ee8d13/,"A vendre Appartement duplex S+1 à AFH Mrezga, Nabeul",Appartements,Nabeul,False,tayara
390,390,https://www.tayara.tn/item/maisons-et-villas/nabeul/klibia/maison-inacheve-2583-m-harrouri-kelibia/692b192b145e1617cbae00fc/,Maison inachevée 2583 m² à Harrouri Kelibia,Maisons et Villas,Nabeul,False,tayara
391,391,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammamet/proimmobilire-met-en-vente-hammamet-sud-une-villa-s4/690dbf26145e1617cb9e66ac/,Pro-immobilière met en vente à Hammamet sud  une villa S+4,Maisons et Villas,Nabeul,False,tayara
392,392,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/-vendre-une-villa-avec-piscine/6793a72ba487ea2259bc959a/,À Vendre une Villa avec piscine,Maisons et Villas,tunis,False,tayara
393,393,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/a-vendre-hammamet-une-grande-villa-s4/6852e46a0e1c20e3eb0d1f5d/,A vendre à Hammamet une grande villa S+4,Maisons et Villas,tunis,False,tayara
394,394,https://www.tayara.tn/item/maisons-et-villas/nabeul/nabeul/a-vendre-maison-s2-indpendante-sidi-achour-nabeul/692d78b7265523b710ede1f5/,"A vendre Maison S+2 indépendante à Sidi Achour , Nabeul",Maisons et Villas,Nabeul,False,tayara
395,395,https://www.tayara.tn/item/appartements/tunis/tunis/a-vendre-un-appartement-s1-dans-une-rsidence-garde-afh2-mrezga-nabeul/6911f720145e1617cba28f21/,A Vendre Un appartement S+1 dans une résidence gardée à AFH2 Mrezga Nabeul.,Appartements,tunis,False,tayara
396,396,https://www.tayara.tn/item/appartements/tunis/tunis/appartement-s2-vendre-cit-jardins/692edf7f265523b710ee7e24/,Appartement s+2 à vendre à cité jardins,Appartements,tunis,False,tayara
397,397,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-un-appartement-s3-l-aouina/691c894a145e1617cba7f55c/,A vendre un appartement S+3 à L 'Aouina,Appartements,Tunis,False,tayara
398,398,https://www.tayara.tn/item/appartements/sousse/khzema/s2-khezema-avec-meubles/68ffa29db756576ab409e0fb/,(S+2) à Khezema avec Meubles,Appartements,Sousse,False,tayara
399,399,https://www.tayara.tn/item/appartements/sousse/kala-sghira/s2-kala-sghira-prs-de-sahloul/69317e65265523b710ef9909/,(S+2) à kalàa sghira  prés de Sahloul,Appartements,Sousse,False,tayara
400,400,https://www.tayara.tn/item/appartements/sousse/sahloul/s2-sahloul-4-avec-place-de-parking/68fb7ccfd0d95991e1040988/,"(S+2) à Sahloul 4, avec Place de Parking",Appartements,Sousse,False,tayara
401,401,https://www.tayara.tn/item/appartements/tunis/le-bardo/s3-a-vendre/6938219b8914daae51988c0d/,S+3 a vendre,Appartements,Tunis,False,tayara
402,402,https://www.tayara.tn/item/appartements/nabeul/klibia/un-appartement-s3-kelibia-avec-facilit-sur-12-mois/69382038cd04d08be74811ac/,un appartement s+3 à kelibia avec facilité sur 12 mois,Appartements,Nabeul,False,tayara
403,403,https://www.tayara.tn/item/appartements/ariana/chotrana-1/a-vendre-un-s3-neuf-avec-jardin-chotrana-1/68da4e9707c7711d7c784069/,A vendre un S+3  neuf avec jardin à Chotrana 1,Appartements,Ariana,False,tayara
404,404,https://www.tayara.tn/item/appartements/ariana/chotrana-3/a-vendre-un-appartement-s3-neuf-chotrana-3/68fa048ad0d95991e1032a09/,A vendre un appartement S+3 neuf à Chotrana 3,Appartements,Ariana,False,tayara
405,405,https://www.tayara.tn/item/maisons-et-villas/ariana/la-soukra/villa-jumele-jamais-habit-s4-avec-jardin-et-piscine-la-soukra/685fb08194cd0376dccf9066/,🏠 Villa jumelée jamais habité S+4 avec jardin et piscine à La Soukra,Maisons et Villas,Ariana,False,tayara
406,406,https://www.tayara.tn/item/appartements/ariana/la-soukra/appartement-s1-avec-jardin-la-soukra/691adbee265523b710e650b7/,🏠Appartement S+1 avec jardin à La Soukra,Appartements,Ariana,False,tayara
407,407,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/duplex-jumele-s5-dar-fadhal-la-soukra/689356bc4ad00efe973a20ce/,🏠Duplex jumelée S+5  à Dar Fadhal La Soukra,Maisons et Villas,tunis,False,tayara
408,408,https://www.tayara.tn/item/maisons-et-villas/ariana/la-soukra/villa-jumele-s4-avec-jardin-la-soukra/691319b8265523b710e2749f/,🏠Villa jumelée S+4 avec jardin à La Soukra,Maisons et Villas,Ariana,False,tayara
409,409,https://www.tayara.tn/item/maisons-et-villas/ben-arous/borj-cedria/appartements-locaux-commerciaux/69381969cd04d08be7480d0c/,Appartements + locaux commerciaux,Maisons et Villas,Ben Arous,False,tayara
410,410,https://www.tayara.tn/item/appartements/tunis/jardins-de-carthage/-vendre-des-appartements-s1-s2-s3-direct-promoteur-situ-aux-jardins-de-carthage/6938179549569d0ea54b24cd/,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) situé aux Jardins de Carthage.",Appartements,Tunis,False,tayara
411,411,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammam-ghezze/maison-150-m-hammam-ghzeez/6707f112a6b9efcc9cfadfea/,Maison 150 m²  à Hammam ghzeez,Maisons et Villas,Nabeul,False,tayara
412,412,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammamet/villa-manhattan-/68d7163f516f1ddb82e4138e/,"Villa "" Manhattan """,Maisons et Villas,Nabeul,False,tayara
413,413,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammamet/villa-sebastian/68d708fc516f1ddb82e40a81/,"Villa "" SEBASTIAN""",Maisons et Villas,Nabeul,False,tayara
414,414,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammamet/villa-blondie/68d7176d07c7711d7c769842/,Villa BLONDIE,Maisons et Villas,Nabeul,False,tayara
415,415,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammamet/villa-martin-/68d7e594516f1ddb82e474a7/,"Villa "" Martin '""",Maisons et Villas,Nabeul,False,tayara
416,416,https://www.tayara.tn/item/maisons-et-villas/la-manouba/oued-ellil/villa-et-tage-en-voie-de-construction-vendre-oued-ellil/6938116bcd04d08be7480877/,Villa et étage en voie de construction à vendre à Oued Ellil,Maisons et Villas,La Manouba,False,tayara
417,417,https://www.tayara.tn/item/appartements/nabeul/mrezga/s2-de-luxe-dans-une-rsidence-avec-piscine-afh-mrezga-nabeul/68ed0693ebd8d75bc802a1e1/,S+2 de Luxe dans une résidence avec piscine à AFH Mrezga Nabeul,Appartements,Nabeul,False,tayara
418,418,https://www.tayara.tn/item/appartements/nabeul/hammamet/a-vendre-un-appartement-s2-meubl-afh-barraket-sahel/69380c558914daae51987e4a/,A vendre un appartement s2 meublé AFH barraket sahel,Appartements,Nabeul,False,tayara
419,419,https://www.tayara.tn/item/appartements/ben-arous/medina-jedida/-vendre-un-appart-s2-medina-jedida/69380c28cd04d08be7480483/,à vendre un appart s+2 à medina jedida,Appartements,Ben Arous,False,tayara
420,420,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-appartement-s2-avec-abri-de-voiture-a-jardin-de-laouina/69380a5ecd04d08be7480322/,A vendre appartement s2 avec abri de voiture a jardin de l'aouina,Appartements,Tunis,False,tayara
421,421,https://www.tayara.tn/item/maisons-et-villas/ben-arous/boumhel/villa-inacheve-boumhal-bassatine/693809958914daae51987c56/,Villa Inachevée à Boumhal Bassatine,Maisons et Villas,Ben Arous,False,tayara
422,422,https://www.tayara.tn/item/appartements/nabeul/klibia/appartements-haut-standing-zone-touristique-kelibia-la-blanche/691c3a9b145e1617cba7d85f/,Appartements haut standing  zone touristique Kelibia la blanche,Appartements,Nabeul,False,tayara
423,423,https://www.tayara.tn/item/maisons-et-villas/sfax/sakiet-eddaer/affaire-sidi-mansour-sfax/693809338914daae51987c0b/,affaire sidi mansour sfax,Maisons et Villas,Sfax,False,tayara
424,424,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/a-vendre-appartement-s2-haut-standing-chez-promoteur-enregistrement-1-el-wahatt-ain-zaghouan/693809338914daae51987c0c/,A vendre appartement s2 haut standing chez promoteur enregistrement 1% el wahatt ain zaghouan,Appartements,Tunis,False,tayara
425,425,https://www.tayara.tn/item/maisons-et-villas/sfax/sfax/km-25-route-mohamed-gayed-emplacement-commercial-en-face-factory/693808e9cd04d08be7480215/,km 2.5 route mohamed gayed (emplacement commercial) en face factory,Maisons et Villas,Sfax,False,tayara
426,426,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-s3-direct-promoteur-situ-cit-wahat/69380844cd04d08be74801a4/,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) situé à Cité Wahat.",Appartements,Tunis,False,tayara
427,427,https://www.tayara.tn/item/appartements/ariana/la-soukra/a-vendre-un-appartement-s3-avec-place-de-parking-soussol-dans-une-nouvelle-rsidence-a-laouina-proche-de-toutes-commodits/693808068914daae51987b35/,A vendre un appartement s+3 avec place de parking sous-sol dans une nouvelle résidence a l'aouina proche de toutes commodités,Appartements,Ariana,False,tayara
428,428,https://www.tayara.tn/item/maisons-et-villas/ben-arous/ezzahra/maison-ezzahra/693807facd04d08be7480171/,maison à ezzahra,Maisons et Villas,Ben Arous,False,tayara
429,429,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/a-vendre-trs-bel-appart-s2-avec-place-de-parking-sous-sol-sis-cit-les-palmiers-laouina-soukra/6938072ecd04d08be7480096/,"A vendre très bel Appart S+2, avec place de parking sous sol sis à cité les palmiers , L'aouina, Soukra",Appartements,Tunis,False,tayara
430,430,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/duplex-vendre-au-coeur-hammamet-centre-27246309/693806888914daae519879ae/,Duplex à Vendre au coeur Hammamet centre  27246309,Maisons et Villas,tunis,False,tayara
431,431,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-trs-bel-appart-s2-avec-place-de-parking-sous-sol-sis-cit-les-palmiers-laouina-soukra/693806838914daae519879a6/,"A vendre très bel Appart S+2, avec place de parking sous sol sis à cité les palmiers , L'aouina, Soukra",Appartements,Tunis,False,tayara
432,432,https://www.tayara.tn/item/maisons-et-villas/tunis/le-kram/a-vendre-une-maison-sur-trois-niveau-btie-sur-terrain-100m2-au-le-kram-ouest/6938053b8914daae51987867/,A vendre une maison sur trois niveau bâtie sur terrain 100m2 au le kram ouest,Maisons et Villas,Tunis,False,tayara
433,433,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/a-vendre-un-appartement-s3-avec-place-de-parking-soussol-dans-une-nouvelle-rsidence-a-laouina-proche-de-toutes-commodits/6938030b8914daae519876bd/,A vendre un appartement s+3 avec place de parking sous-sol dans une nouvelle résidence a l'aouina proche de toutes commodités,Appartements,Tunis,False,tayara
434,434,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-appartement-s2-haut-standing-chez-promoteur-avec-place-de-parking-sous-sol-a-cit-el-wahatt-ain-zaghouan/6938021b8914daae51987623/,A vendre appartement s2 haut standing chez promoteur avec place de parking sous sol a cité el wahatt ain zaghouan,Appartements,Tunis,False,tayara
435,435,https://www.tayara.tn/item/maisons-et-villas/ariana/la-soukra/villa-standing-un-bon-prix/6937fe5b8914daae51987338/,Villa standing à un bon prix,Maisons et Villas,Ariana,False,tayara
436,436,https://www.tayara.tn/item/appartements/tunis/tunis/a-vendre-un-appartement-bardo2-en-face-de-ptisserie-ranim/68dab32c516f1ddb82e61178/,A vendre un appartement à #bardo2 en face de pâtisserie Ranim,Appartements,tunis,False,tayara
437,437,https://www.tayara.tn/item/maisons-et-villas/tunis/ettahrir/a-vendre-duplex-tahrir-suprieur/68e37defe7035d31a41066cf/,A Vendre Duplex Tahrir Supérieur,Maisons et Villas,Tunis,False,tayara
438,438,https://www.tayara.tn/item/maisons-et-villas/tunis/le-bardo/a-vendre-villa-au-bardo-saidiya/679b9e4ea487ea2259c19664/,A Vendre Villa au Bardo Saidiya,Maisons et Villas,Tunis,False,tayara
439,439,https://www.tayara.tn/item/maisons-et-villas/nabeul/klibia/maison-inacheve-cit-riadh-kelibia/692ac00d265523b710ed0135/,Maison inachevée à cité Riadh Kelibia,Maisons et Villas,Nabeul,False,tayara
440,440,https://www.tayara.tn/item/appartements/tunis/l-aouina/appartement-s4-de-176m2-cit-wahat-laouina/6937fb02cd04d08be747f62d/,"Appartement S+4 de 176m2 à Cité Wahat, L’Aouina",Appartements,Tunis,False,tayara
441,441,https://www.tayara.tn/item/appartements/tunis/l-aouina/appartement-s4-de-176m2-cit-wahat-laouina/6937fae88914daae51987053/,"Appartement S+4 de 176m2 à Cité Wahat, L’Aouina",Appartements,Tunis,False,tayara
442,442,https://www.tayara.tn/item/appartements/ben-arous/medina-jedida/appartement-s2-a-madina-jadida-29757584/6937f944cd04d08be747f4c0/,Appartement S+2 a madina jadida 29757584,Appartements,Ben Arous,False,tayara
443,443,https://www.tayara.tn/item/appartements/mahdia/autres-villes/appartement-s1-baghdadi-vue-sur-mer/6937f785cd04d08be747f37f/,"Appartement S+1 à Baghdadi, vue sur mer.",Appartements,Mahdia,False,tayara
444,444,https://www.tayara.tn/item/appartements/tunis/le-bardo/a-vendre-appartement-s2-rdc-au-bardo-ii/69218d6e145e1617cbaa51fd/,A vendre : Appartement S+2 RDC  au Bardo II,Appartements,Tunis,False,tayara
445,445,https://www.tayara.tn/item/appartements/nabeul/hammamet/a-vendre-un-appartement-s2-manaret-hammamet/6937f75b8914daae51986dc2/,A vendre un appartement s+2 manaret hammamet,Appartements,Nabeul,False,tayara
446,446,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/a-vendre-maison-s3-oued-el-marj-bizerte/68addc35032c2f25721933cb/,A Vendre Maison S+3 à Oued El Marj Bizerte,Maisons et Villas,tunis,False,tayara
447,447,https://www.tayara.tn/item/maisons-et-villas/nabeul/klibia/duplex-s4-klibia-jardin-gaz-de-ville-abri-voiture/68ee1e693e7ffb8ac15a9b5b/,"Duplex  S+4 à Kélibia – Jardin, Gaz de ville & Abri voiture",Maisons et Villas,Nabeul,False,tayara
448,448,https://www.tayara.tn/item/maisons-et-villas/nabeul/klibia/appartement-s2-vendre-hammam-laghez/692dcab2265523b710ee1257/,Appartement S+2 à vendre à Hammam Laghez,Maisons et Villas,Nabeul,False,tayara
449,449,https://www.tayara.tn/item/appartements/ariana/el-menzah-7/a-vendre-appartement-s3-a-menzah-7/6937f4c78914daae51986b75/,a vendre appartement s+3 a menzah 7,Appartements,Ariana,False,tayara
450,450,https://www.tayara.tn/item/appartements/nabeul/mrezga/-vendre-s1-meubl-direct-promoteur-afh-2/68f653bab756576ab404d49a/,À vendre S1 meublé Direct Promoteur à AFH 2,Appartements,Nabeul,False,tayara
451,451,https://www.tayara.tn/item/appartements/sousse/sahloul/un-bel-appartement-s1-de-675-m-et-32m-terrasse-en-vente-sur-plan-a-sahloul-4/6937f4508914daae51986b24/,"Un bel appartement s+1 de 67,5 m² et 32m² Terrasse en vente sur plan a sahloul 4",Appartements,Sousse,False,tayara
452,452,https://www.tayara.tn/item/maisons-et-villas/nabeul/klibia/villa-indpendante-vendre-klibia/6926fb7e03baa28ad0131635/,Villa indépendante à vendre à Kélibia.,Maisons et Villas,Nabeul,False,tayara
453,453,https://www.tayara.tn/item/appartements/nabeul/mrezga/s1-de-luxe-dans-une-rsidence-avec-piscine-afh-mrezga-nabeul/673de99a3c20a99fb554c382/,S+1 de Luxe dans une résidence avec piscine à AFH Mrezga Nabeul,Appartements,Nabeul,False,tayara
454,454,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/a-vendre-appartement-s3-jamais-habit/6901e009d0d95991e1076065/,a vendre Appartement S+3 jamais habité,Maisons et Villas,tunis,False,tayara
455,455,https://www.tayara.tn/item/maisons-et-villas/tunis/bellevue/villa/6937f327cd04d08be747f032/,villa,Maisons et Villas,Tunis,False,tayara
456,456,https://www.tayara.tn/item/maisons-et-villas/ariana/chotrana-3/-vendre-un-joli-studio-chotrana-3/68b86674df9d8936c105f40d/,à vendre un joli studio à chotrana 3,Maisons et Villas,Ariana,False,tayara
457,457,https://www.tayara.tn/item/appartements/ariana/riadh-andalous/-vendre-appartement-s2-riadh-andalos/6937f1ef8914daae519869b3/,"À Vendre, Appartement S2 – Riadh Andalos",Appartements,Ariana,False,tayara
458,458,https://www.tayara.tn/item/maisons-et-villas/bizerte/menzel-jemil/villa-vendre-menzel-jemil-bizerte/68ca880a516f1ddb82dc2922/,Villa à vendre à menzel jemil Bizerte,Maisons et Villas,Bizerte,False,tayara
459,459,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/-vendre-maison-style-arabesque-studio-bab-souika/6937ed5fcd04d08be747ebee/,À vendre Maison style arabesque+ studio à Bab Souika,Maisons et Villas,tunis,False,tayara
460,460,https://www.tayara.tn/item/appartements/tunis/tunis/-vendre-appartement-s2-au-cur-de-khzema-avec-grande-terrasse-et-place-de-parking-en-soussol/6901dfb1d0d95991e1076031/,"À vendre : Appartement S+2 au cœur de Khzema, avec grande terrasse et place de parking en sous-sol",Appartements,tunis,False,tayara
461,461,https://www.tayara.tn/item/appartements/nabeul/klibia/appartement-haut-standing-sidi-mansour-kelibia/67977556a487ea2259becfcc/,Appartement  Haut standing à Sidi Mansour Kelibia,Appartements,Nabeul,False,tayara
462,462,https://www.tayara.tn/item/maisons-et-villas/ben-arous/fouchana/une-maison/6937ecf0cd04d08be747eba7/,Une maison,Maisons et Villas,Ben Arous,False,tayara
463,463,https://www.tayara.tn/item/appartements/sousse/sahloul/-vendre-sur-plan-rsidence-en-cours-de-construction-la-reine-sahloul-4/6937ec73cd04d08be747eb5e/,À vendre #sur plan (résidence en cours de construction) LA REINE à 📍Sahloul 4,Appartements,Sousse,False,tayara
464,464,https://www.tayara.tn/item/maisons-et-villas/sousse/sahloul/-vendre-villa-sahloul/6937ebe2cd04d08be747eaf3/,À vendre Villa à Sahloul,Maisons et Villas,Sousse,False,tayara
465,465,https://www.tayara.tn/item/appartements/sousse/sahloul/-vendre-un-bel-appartement-s1-sahloul-4/6937ea298914daae5198645e/,À vendre un bel appartement S+1 à Sahloul 4,Appartements,Sousse,False,tayara
466,466,https://www.tayara.tn/item/appartements/sousse/sahloul/-vendre-un-s3-direct-promoteur-sahloul4/6937e917cd04d08be747e95c/,à vendre  un s+3 direct promoteur à sahloul4,Appartements,Sousse,False,tayara
467,467,https://www.tayara.tn/item/appartements/sousse/sousse-riadh/s2-directe-promoteur-cit-riadh-sousse/68c5824171554c2d1b317b76/,(S+2) Directe Promoteur à Cité Riadh  Sousse,Appartements,Sousse,False,tayara
468,468,https://www.tayara.tn/item/appartements/sousse/sahloul/s1-neuf-sahloul-4-avec-place-de-parking/68cd6d7407c7711d7c708599/,(S+1) Neuf  à Sahloul 4 avec Place de Parking,Appartements,Sousse,False,tayara
469,469,https://www.tayara.tn/item/maisons-et-villas/sousse/sahloul/villa-sahloul-4-dans-un-quartier-calme-et-rsidentiel/691d97c5145e1617cba86200/,Villa à Sahloul 4  dans un quartier calme et Résidentiel,Maisons et Villas,Sousse,False,tayara
470,470,https://www.tayara.tn/item/appartements/sousse/sousse/appartement-s2-bouhsina/67f54e99ca3467b14e77fc55/,Appartement (S+2) à Bouhsina,Appartements,Sousse,False,tayara
471,471,https://www.tayara.tn/item/appartements/tunis/tunis/s3-el-manar-i/68b886d9df9d8936c1060ccf/,S+3 à El Manar I,Appartements,tunis,False,tayara
472,472,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/villa-de-224m-sur-un-terrain-de-230m-el-manar-i/690dc771145e1617cb9e73fa/,Villa de 224m² sur un terrain de 230m² à El Manar I,Maisons et Villas,tunis,False,tayara
473,473,https://www.tayara.tn/item/maisons-et-villas/tunis/el-manar-1/villa-de-400-m-sur-un-terrain-de-515-m-manar-i/6903440bb756576ab40bdb04/,Villa de 400 m² sur un terrain de 515 m² à Manar I,Maisons et Villas,Tunis,False,tayara
474,474,https://www.tayara.tn/item/appartements/tunis/el-manar-1/s2-de-104-m-manar-i/68fa6516b756576ab40721fb/,S+2 de 104 m² à Manar I,Appartements,Tunis,False,tayara
475,475,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/duplex-jumel-en-s3-cit-ibn-khaldoun/692ddf29265523b710ee1dce/,Duplex jumelé en S+3  à Cité Ibn Khaldoun,Maisons et Villas,tunis,False,tayara
476,476,https://www.tayara.tn/item/maisons-et-villas/tunis/el-manar-1/duplex-en-s4-el-manar-i/679369766286c2414574dd31/,Duplex en S+4 à  El Manar I,Maisons et Villas,Tunis,False,tayara
477,477,https://www.tayara.tn/item/appartements/tunis/tunis/studio-el-manar-i/68a46f67ccec382a0d706b4c/,Studio à El Manar I,Appartements,tunis,False,tayara
478,478,https://www.tayara.tn/item/appartements/tunis/el-manar-1/s1-el-manar-i/68bc1d41c4782c5427acd6c9/,S+1 à El Manar I,Appartements,Tunis,False,tayara
479,479,https://www.tayara.tn/item/appartements/tunis/tunis/a-vendre-s3-a-cit-el-ghazela/68c7d88807c7711d7c6cf958/,A vendre S+3 a Cité el Ghazela,Appartements,tunis,False,tayara
480,480,https://www.tayara.tn/item/maisons-et-villas/ariana/raoued/a-vendre-villa-s2-a-raoued/69258e3d145e1617cbac0f6b/,A vendre villa s+2 a Raoued,Maisons et Villas,Ariana,False,tayara
481,481,https://www.tayara.tn/item/appartements/monastir/monastir/appartement-spacieux-de-plainpied-proximit-de-la-facult-de-pharmacie-et-dentaire/68401225e1e62e32ffba2311/,Appartement Spacieux de Plain-Pied à Proximité de la Faculté de Pharmacie et Dentaire,Appartements,Monastir,False,tayara
482,482,https://www.tayara.tn/item/appartements/monastir/monastir/appartement-s2-vue-mer/68ced66b516f1ddb82deec8b/,Appartement S+2 Vue Mer,Appartements,Monastir,False,tayara
